LAMMPS data file via write_data, version 27 Jun 2024, timestep = 100000, units = lj

1792 atoms
2 atom types
1680 bonds
1 bond types

0 32 xlo xhi
0 32 ylo yhi
0 32 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 1 1

Bond Coeffs # fene

1 30 1.5 1 1

Atoms # molecular

763 48 1 4.406046909335283 8.273025621986879 1.6554431417470483 0 0 1
762 48 1 4.651469623118772 8.192067041932038 0.7104696355367967 0 0 1
760 48 1 5.357285158937014 7.788183684549684 1.5906592869938758 0 0 1
761 48 1 5.537664811008747 7.823710849299596 0.6811811875862867 0 0 1
222 14 1 9.196428700324027 8.380410524854861 1.638834450645682 0 0 1
221 14 1 9.587431701972688 8.760593540557442 0.8582123108691256 0 0 1
224 14 1 9.790390622530667 8.514934696354661 2.5229668909872616 0 0 1
124 8 1 2.002610085948094 9.117431608012138 2.060365927322552 1 -1 0
123 8 1 2.0215206405383723 9.827477964021853 1.4729600960936426 1 -1 0
117 8 1 2.715852547037092 9.128818031169672 0.8709901087357432 1 -1 0
118 8 1 3.556729950604012 9.013020609673841 1.2363227489749324 1 -1 0
755 48 1 4.535203806718976 9.210747397930287 1.0273126316331114 0 0 1
756 48 1 5.287319786478327 9.696768931716361 0.5862866424529521 0 0 1
489 31 1 7.2865906891120025 9.344656765836092 1.1426638427268756 0 0 1
757 48 1 5.658033775087657 8.907155827969268 0.9992560535780216 0 0 1
758 48 1 6.051937131319897 8.779316504262216 1.8292103312416104 0 0 1
220 14 1 9.726701528008272 9.719833951539245 0.6658024574066583 0 0 1
497 32 1 10.510189466441938 10.404687164622484 0.9126857873686154 0 0 1
219 14 1 9.471536784349532 10.62534327084682 0.6425132613317105 0 0 1
896 56 1 10.882873282414646 9.138799684836671 2.1908679821872163 0 0 1
122 8 1 2.605079742664746 10.59779170082933 1.6482561694409472 1 -1 0
119 8 1 3.191887118131589 9.904335001722835 1.3957553297445306 1 -1 0
491 31 1 5.830450194626438 10.402685847471602 1.3885255312186071 0 0 1
790 50 1 4.407034902435259 12.099017013523646 0.4647510155405241 0 0 1
791 50 1 4.175509797990942 11.255662307743798 0.7412906898543071 0 0 1
380 24 1 7.0910304321142235 11.084346133238343 31.83633350101172 0 0 0
379 24 1 7.9432649224783605 10.747935551092937 0.18359214270605934 0 0 1
381 24 1 6.980351077228364 10.777321926887785 0.7802691731201614 0 0 1
378 24 1 7.933321441387355 11.642963462261498 0.5800358530506767 0 0 1
218 14 1 8.961464717547111 11.176763699968758 0.0955479392729652 0 0 1
217 14 1 8.836640872496073 11.525309682495653 0.9491595197924625 0 0 1
512 32 1 10.087056788969427 12.31831581603339 1.923160516246752 0 0 1
504 32 1 13.680947868175355 11.81197261637831 2.538993122499296 0 0 1
1123 71 2 2.5198146365833334 11.656135170058215 1.768939261198318 0 0 1
1124 71 2 3.2175894180780973 11.9037720680264 1.2541455269711905 0 0 1
121 8 1 3.4346891712352785 11.014744104664537 1.5447903429756527 1 -1 0
788 50 1 5.274993629070984 12.379601382525049 1.1173557338708062 0 0 1
789 50 1 4.403309954604081 12.840033431562007 1.1279660392672395 0 0 1
787 50 1 5.505977130030326 12.8054283848078 2.001266410614227 0 0 1
382 24 1 6.298335710486282 11.430577025859657 0.7243315752265741 0 0 1
77 5 1 7.639853321274799 13.602471596432457 2.948624615256203 0 -1 1
78 5 1 7.780562261363097 13.001237474516255 2.215175226068661 0 -1 1
375 24 1 6.9250917455029235 12.139910933548803 1.2712498007941513 0 0 1
