# Time-averaged data for fix msd_avg_A
# TimeStep c_msd_A[4]
42000 49.2034
42100 49.3738
42200 49.3568
42300 49.1258
42400 49.0559
42500 49.0728
42600 49.1702
42700 49.3919
42800 49.2102
42900 49.2132
43000 49.2316
43100 49.0328
43200 48.8363
43300 48.7116
43400 48.821
43500 48.651
43600 48.2018
43700 47.7325
43800 47.8275
43900 48.0182
44000 48.1766
44100 48.2067
44200 47.9965
44300 48.0032
44400 47.9871
44500 47.9315
44600 48.1377
44700 48.2705
44800 48.5359
44900 48.7016
45000 48.776
45100 48.6289
45200 48.5638
45300 48.4817
45400 48.3249
45500 48.1827
45600 47.9565
45700 48.2605
45800 48.3811
45900 48.7522
46000 48.6697
46100 48.4574
46200 48.2006
46300 47.9196
46400 47.8002
46500 47.605
46600 47.3886
46700 47.0838
46800 46.6873
46900 46.529
47000 46.5939
47100 46.5282
47200 46.525
47300 46.5615
47400 46.4967
47500 46.5678
47600 46.1412
47700 45.7235
47800 45.6373
47900 45.6151
48000 45.6777
48100 45.4168
48200 45.1479
48300 45.098
48400 45.1024
48500 45.265
48600 45.2884
48700 45.2912
48800 45.3554
48900 45.6389
49000 45.8094
49100 45.8888
49200 46.1366
49300 46.0295
49400 46.0373
49500 46.1876
49600 46.3502
49700 46.2607
49800 46.1215
49900 45.981
50000 45.9359
50100 45.9316
50200 46.1253
50300 46.2629
50400 46.328
50500 46.4045
50600 46.4461
50700 46.3867
50800 46.383
50900 46.3109
51000 46.1515
51100 46.0225
51200 45.9488
51300 45.6997
51400 45.7663
51500 45.5855
51600 45.7029
51700 45.5285
51800 45.1054
51900 45.0301
52000 44.9706
52100 44.9142
52200 44.6469
52300 44.4029
52400 44.5351
52500 44.5063
52600 44.5853
52700 44.6599
52800 44.7755
52900 44.7544
53000 44.6225
53100 44.6307
53200 44.4536
53300 44.3451
53400 44.3357
53500 44.3866
53600 44.492
53700 44.5296
53800 44.4551
53900 44.2807
54000 44.2351
54100 44.0951
54200 44.2565
54300 44.1608
54400 44.2197
54500 44.3651
54600 44.4778
54700 44.328
54800 44.4364
54900 44.4833
55000 44.5676
55100 44.6389
55200 44.3989
55300 44.3643
55400 44.3968
55500 44.3438
55600 44.2903
55700 44.6324
55800 44.5825
55900 44.7104
56000 44.6158
56100 44.5156
56200 44.3888
56300 44.1864
56400 43.9034
56500 43.7863
56600 44.0972
56700 44.0332
56800 43.9731
56900 43.744
57000 43.9262
57100 43.9687
57200 43.9977
57300 43.9229
57400 44.0989
57500 44.3125
57600 44.443
57700 44.7335
57800 44.698
57900 44.5703
58000 44.6393
58100 44.7963
58200 44.5282
58300 44.3102
58400 44.3176
58500 44.3257
58600 44.6022
58700 44.7617
58800 44.9377
58900 45.0014
59000 45.0508
59100 45.2293
59200 45.0842
59300 45.1059
59400 45.1643
59500 45.3746
59600 45.6762
59700 45.9166
59800 46.2523
59900 46.3664
60000 46.5618
60100 46.7332
60200 46.8104
60300 46.9486
60400 46.8574
60500 46.8267
60600 46.8706
60700 46.8082
60800 46.8222
60900 46.776
61000 47.0445
61100 47.245
61200 47.2989
61300 47.2147
61400 47.0589
61500 46.9774
61600 46.8698
61700 46.5589
61800 46.4197
61900 46.4312
62000 46.6596
62100 47.0425
62200 47.5037
62300 47.7605
62400 47.7011
62500 47.5862
62600 48.0203
62700 48.1711
62800 48.1969
62900 48.1613
63000 48.0407
63100 48.3096
63200 48.501
63300 48.4371
63400 48.3163
63500 48.29
63600 48.0505
63700 47.7602
63800 47.9126
63900 48.0992
64000 48.5211
64100 48.7196
64200 48.833
64300 48.7842
64400 48.8784
64500 48.9341
64600 48.9565
64700 49.1942
64800 49.335
64900 49.3532
65000 49.4263
65100 49.6214
65200 49.8425
65300 50.2319
65400 50.384
65500 50.5173
65600 50.6667
65700 50.9871
65800 51.1085
65900 51.3296
66000 51.419
66100 51.4761
66200 51.4171
66300 51.1432
66400 50.9859
66500 51.1303
66600 51.1964
66700 51.4312
66800 51.7801
66900 51.7586
67000 51.7404
67100 51.741
67200 51.764
67300 51.7608
67400 51.8194
67500 51.8811
67600 51.9342
67700 51.8628
67800 51.6916
67900 51.6076
68000 51.5963
68100 51.6225
68200 51.9319
68300 52.3031
68400 52.6095
68500 52.7511
68600 52.8873
68700 52.9674
68800 53.0882
68900 53.2363
69000 53.2432
69100 53.2098
69200 53.3026
69300 53.5026
69400 53.8254
69500 54.0303
69600 54.0644
69700 54.351
69800 54.8722
69900 54.9743
70000 54.9695
70100 54.8074
70200 54.7882
70300 54.7113
70400 54.6768
70500 54.9154
70600 54.9533
70700 55.1031
70800 55.4686
70900 55.6519
71000 55.8724
71100 56.0435
71200 56.2721
71300 56.6723
71400 57.0701
71500 57.1503
71600 57.2028
71700 57.3759
71800 57.5659
71900 57.6206
72000 57.9184
72100 58.0838
72200 57.8027
72300 57.5719
72400 57.4337
72500 57.5126
72600 57.4959
72700 57.5918
72800 57.6786
72900 57.5815
73000 57.9101
73100 58.2514
73200 58.5621
73300 58.6434
73400 58.5623
73500 58.4991
73600 58.4948
73700 58.5263
73800 58.5286
73900 58.4186
74000 58.2135
74100 58.016
74200 58.1683
74300 58.3643
74400 58.7139
74500 58.8388
74600 58.8018
74700 58.9669
74800 59.2104
74900 59.4671
75000 59.6814
75100 59.9107
75200 60.0775
75300 60.421
75400 60.7105
75500 60.7296
75600 60.9259
75700 60.8566
75800 60.8487
75900 60.7992
76000 60.5573
76100 60.3719
76200 60.6701
76300 60.7887
76400 60.8068
76500 60.6929
76600 60.6688
76700 60.5902
76800 60.7338
76900 60.9786
77000 61.0644
77100 61.1865
77200 61.0819
77300 61.1265
77400 60.9716
77500 61.0598
77600 61.1692
77700 61.5849
77800 61.5044
77900 61.5996
78000 61.716
78100 61.7844
78200 61.8853
78300 62.0874
78400 62.5523
78500 62.9851
78600 63.5405
78700 63.8131
78800 64.1459
78900 64.1506
79000 64.0962
79100 63.9687
79200 63.4536
79300 63.2171
79400 63.1867
79500 63.3399
79600 63.0837
79700 63.1865
79800 63.5337
79900 63.6474
80000 63.9458
80100 64.0007
80200 63.8262
80300 63.58
80400 63.5349
80500 63.5567
80600 63.5712
80700 63.3708
80800 63.1398
80900 63.0576
81000 63.2142
81100 62.9955
81200 62.6612
81300 62.5285
81400 62.3501
81500 62.4845
81600 62.4468
81700 62.4367
81800 62.2721
81900 62.1729
82000 62.4215
82100 62.7321
82200 62.9159
82300 63.0356
82400 63.1762
82500 63.0273
82600 63.1192
82700 63.3712
82800 63.2915
82900 63.1011
83000 62.9602
83100 63.1811
83200 63.4195
83300 63.4171
83400 63.4455
83500 63.7962
83600 64.2533
83700 64.4242
83800 64.322
83900 64.3034
84000 64.3789
84100 64.4584
84200 64.3921
84300 64.2149
84400 64.008
84500 63.7012
84600 63.6574
84700 63.8728
84800 64.118
84900 64.0204
85000 64.0761
85100 64.0363
85200 63.9602
85300 64.0079
85400 64.0439
85500 64.4555
85600 64.7487
85700 64.8435
85800 64.5389
85900 64.5575
86000 64.5241
86100 64.6068
86200 64.643
86300 64.5293
86400 64.3266
86500 64.3391
86600 64.394
86700 64.2719
86800 64.0471
86900 64.2095
87000 64.7119
87100 64.9996
87200 64.8452
87300 64.6508
87400 64.7847
87500 64.8837
87600 64.9272
87700 65.0174
87800 65.2057
87900 65.3291
88000 65.5175
88100 65.5654
88200 65.7457
88300 65.9327
88400 66.0972
88500 66.3335
88600 66.5092
88700 66.9424
88800 66.9763
88900 67.2155
89000 67.474
89100 67.6585
89200 67.793
89300 67.8294
89400 67.8269
89500 67.7443
89600 67.7924
89700 67.8472
89800 68.0079
89900 68.08
90000 68.1875
90100 68.0138
90200 67.897
90300 67.9963
90400 68.002
90500 68.3388
90600 68.5027
90700 68.5456
90800 68.6423
90900 68.6078
91000 68.4294
91100 68.1898
91200 68.1236
91300 68.1835
91400 68.1845
91500 68.2854
91600 68.4862
91700 68.421
91800 68.5621
91900 68.3677
92000 68.1335
92100 68.1843
92200 68.4708
92300 68.8192
92400 68.7429
92500 68.7614
92600 68.7916
92700 68.7678
92800 68.721
92900 68.9875
93000 68.9992
93100 69.0622
93200 69.1864
93300 69.1921
93400 69.0064
93500 68.9493
93600 69.035
93700 68.983
93800 68.8837
93900 68.7507
94000 68.4648
94100 68.5369
94200 68.7356
94300 68.8534
94400 68.9138
94500 69.097
94600 69.23
94700 69.731
94800 69.9314
94900 69.9269
95000 70.0766
95100 70.0768
95200 70.3875
95300 70.5597
95400 70.4869
95500 70.4634
95600 70.5404
95700 70.9037
95800 71.0825
95900 70.9305
96000 70.6371
96100 70.5648
96200 70.9184
96300 71.1279
96400 71.1061
96500 71.2016
96600 71.024
96700 71.1358
96800 71.1129
96900 71.2292
97000 71.4464
97100 71.4816
97200 71.5081
97300 71.641
97400 71.6157
97500 71.5246
97600 71.4515
97700 71.6658
97800 72.1508
97900 72.2538
98000 72.3093
98100 72.2706
98200 72.4195
98300 72.2919
98400 72.2798
98500 72.0629
98600 71.9415
98700 71.7347
98800 71.4153
98900 71.1099
99000 70.9843
99100 70.6436
99200 70.5029
99300 70.6976
99400 70.805
99500 70.6895
99600 70.2592
99700 70.0911
99800 70.2251
99900 70.4865
100000 70.3691
