# Time-averaged data for fix msd_avg_A
# TimeStep c_msd_A[4]
0 5.60913e-29
100 0.271852
200 0.622364
300 0.933945
400 1.21351
500 1.47279
600 1.67272
700 1.89934
800 2.08193
900 2.25194
1000 2.43939
1100 2.61889
1200 2.73335
1300 2.85664
1400 3.00214
1500 3.17926
1600 3.31444
1700 3.44315
1800 3.60973
1900 3.77898
2000 3.95463
2100 4.104
2200 4.31705
2300 4.47691
2400 4.71006
2500 4.9908
2600 5.14315
2700 5.19201
2800 5.31456
2900 5.33736
3000 5.47121
3100 5.48262
3200 5.56996
3300 5.60949
3400 5.69606
3500 5.78521
3600 5.88632
3700 5.95881
3800 6.09124
3900 6.34184
4000 6.46361
4100 6.58213
4200 6.74103
4300 6.96422
4400 7.16848
4500 7.27096
4600 7.37617
4700 7.50498
4800 7.56257
4900 7.74402
5000 7.92412
5100 8.03124
5200 8.18717
5300 8.29401
5400 8.44454
5500 8.6328
5600 8.89752
5700 9.10226
5800 9.23976
5900 9.44071
6000 9.66565
6100 9.78189
6200 10.0959
6300 10.345
6400 10.4186
6500 10.4894
6600 10.493
6700 10.5302
6800 10.6307
6900 10.8429
7000 11.0965
7100 11.1779
7200 11.2961
7300 11.6271
7400 11.7821
7500 12.0631
7600 12.2806
7700 12.4974
7800 12.7521
7900 13.0266
8000 13.3197
8100 13.6029
8200 13.9169
8300 14.2122
8400 14.3181
8500 14.5824
8600 14.6845
8700 14.6634
8800 14.6439
8900 14.726
9000 14.8635
9100 15.0747
9200 15.2076
9300 15.507
9400 15.7141
9500 15.8897
9600 16.1261
9700 16.2873
9800 16.347
9900 16.5075
10000 16.6433
10100 16.8408
10200 17.1696
10300 17.4182
10400 17.6813
10500 17.9248
10600 18.1507
10700 18.3751
10800 18.4397
10900 18.7123
11000 18.9709
11100 19.2708
11200 19.5521
11300 19.7287
11400 19.9325
11500 20.2157
11600 20.4642
11700 20.9352
11800 21.3429
11900 21.7496
12000 22.0708
12100 22.431
12200 22.5993
12300 22.7423
12400 22.8949
12500 23.1791
12600 23.4849
12700 23.9257
12800 24.2703
12900 24.5596
13000 24.7563
13100 24.8582
13200 25.1483
13300 25.4357
13400 25.8215
13500 26.1542
13600 26.4207
13700 26.6145
13800 26.7832
13900 27.0095
14000 27.1347
14100 27.3783
14200 27.8086
14300 28.0212
14400 28.31
14500 28.5596
14600 28.7892
14700 29.0125
14800 29.1771
14900 29.4672
15000 29.6814
15100 29.9462
15200 30.1805
15300 30.4321
15400 30.7865
15500 30.896
15600 31.1132
15700 31.3288
15800 31.4924
15900 31.5627
16000 31.8621
16100 32.0656
16200 32.4354
16300 32.8992
16400 32.9683
16500 33.3685
16600 33.9597
16700 34.3845
16800 35.026
16900 35.4671
17000 35.8321
17100 36.014
17200 36.3491
17300 36.6481
17400 36.9508
17500 37.2183
17600 37.3321
17700 37.5846
17800 37.9566
17900 38.1288
18000 38.1318
18100 38.5173
18200 38.8051
18300 38.9549
18400 39.327
18500 39.6737
18600 40.0123
18700 40.0097
18800 39.9011
18900 40.1486
19000 40.3819
19100 40.5825
19200 40.9167
19300 41.0496
19400 41.0313
19500 40.9911
19600 41.1545
19700 41.3053
19800 41.298
19900 41.328
20000 41.0893
20100 41.3043
20200 41.3351
20300 41.3094
20400 41.6164
20500 41.867
20600 41.998
20700 42.2827
20800 42.3534
20900 42.3855
21000 42.4783
21100 42.612
21200 42.5808
21300 42.5218
21400 42.5034
21500 42.6814
21600 42.5947
21700 42.4394
21800 42.649
21900 42.9137
22000 43.0479
22100 43.3015
22200 43.1383
22300 42.9841
22400 42.955
22500 42.8145
22600 42.8395
22700 42.8872
22800 43.1141
22900 43.1336
23000 43.2369
23100 43.264
23200 43.3229
23300 43.6756
23400 44.191
23500 44.6763
23600 44.9801
23700 45.3457
23800 45.6035
23900 45.6166
24000 45.6462
24100 45.5328
24200 45.6558
24300 45.6642
24400 45.5051
24500 45.6263
24600 45.8925
24700 46.0049
24800 46.2499
24900 46.3877
25000 46.4087
25100 46.303
25200 46.4957
25300 46.6595
25400 46.7198
25500 46.671
25600 46.7445
25700 46.9091
25800 46.8602
25900 46.9994
26000 46.8922
26100 46.9645
26200 47.0068
26300 47.2002
26400 47.478
26500 47.6852
26600 47.5355
26700 47.3853
26800 47.3393
26900 47.38
27000 47.659
27100 47.8358
27200 48.0799
27300 48.191
27400 48.2065
27500 48.4629
27600 48.7796
27700 48.7352
27800 48.7781
27900 48.896
28000 48.9917
28100 49.0281
28200 49.1313
28300 49.424
28400 49.4369
28500 49.424
28600 49.4849
28700 49.8399
28800 50.208
28900 50.4212
29000 50.8015
29100 51.0124
29200 51.3751
29300 51.5612
29400 51.8971
29500 52.4686
29600 52.9218
29700 52.8489
29800 52.7934
29900 52.9087
30000 52.9498
30100 52.9689
30200 53.0657
30300 53.0277
30400 53.2858
30500 53.4311
30600 53.162
30700 52.9744
30800 52.7788
30900 52.8652
31000 52.7418
31100 52.7688
31200 52.6023
31300 52.5587
31400 52.4243
31500 52.4345
31600 52.6003
31700 52.5775
31800 52.5464
31900 52.778
32000 52.6494
32100 52.5719
32200 52.5352
32300 52.5968
32400 52.6901
32500 52.6928
32600 52.7674
32700 52.4758
32800 52.3142
32900 52.3389
33000 52.4509
33100 52.4944
33200 52.3246
33300 52.3577
33400 52.4398
33500 52.301
33600 52.0147
33700 51.8794
33800 51.6425
33900 51.621
34000 51.7412
34100 51.6387
34200 51.7294
34300 51.92
34400 51.8904
34500 51.7619
34600 51.7899
34700 51.735
34800 51.8811
34900 51.7566
35000 52
35100 52.2882
35200 52.2915
35300 52.2368
35400 51.9797
35500 51.9725
35600 51.9688
35700 51.8771
35800 51.8543
35900 51.9684
36000 51.9752
36100 51.6382
36200 51.427
36300 51.2848
36400 51.0646
36500 51.0929
36600 51.1296
36700 51.07
36800 50.7784
36900 50.5379
37000 50.2584
37100 50.0291
37200 49.9125
37300 50.2463
37400 50.1415
37500 50.1549
37600 50.0953
37700 49.8486
37800 49.7212
37900 49.8298
38000 49.8143
38100 49.884
38200 50.0256
38300 50.2082
38400 50.4055
38500 50.5534
38600 50.3495
38700 50.4039
38800 50.4539
38900 50.297
39000 50.3261
39100 50.1636
39200 50.0212
39300 50.195
39400 50.3599
39500 50.286
39600 49.9462
39700 49.8902
39800 50.0443
39900 49.9875
40000 49.8619
40100 49.679
40200 49.6383
40300 49.4137
40400 49.1393
40500 49.2807
40600 49.3223
40700 49.3862
40800 49.208
40900 49.1348
41000 49.2302
41100 49.2146
41200 49.417
41300 49.8124
41400 49.979
41500 49.9378
41600 49.9763
41700 49.7554
41800 49.385
41900 49.1172
