# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_all[4]
0 1.68347e-28
50 0.18577
100 0.499649
150 0.806616
200 1.0981
250 1.35897
300 1.60381
350 1.83664
400 2.06309
450 2.27552
500 2.48834
550 2.7082
600 2.9231
650 3.1413
700 3.3492
750 3.55581
800 3.73507
850 3.89997
900 4.06596
950 4.23819
1000 4.3993
1050 4.54397
1100 4.64895
1150 4.77323
1200 4.86181
1250 4.94844
1300 5.05547
1350 5.17092
1400 5.29653
1450 5.42531
1500 5.56162
1550 5.6688
1600 5.74749
1650 5.86127
1700 5.97429
1750 6.1031
1800 6.2613
1850 6.41375
1900 6.57349
1950 6.74852
2000 6.88003
2050 6.99711
2100 7.08588
2150 7.19862
2200 7.31593
2250 7.43633
2300 7.57588
2350 7.67034
2400 7.76459
2450 7.87797
2500 7.96334
2550 8.06848
2600 8.14741
2650 8.24272
2700 8.33925
2750 8.4322
2800 8.52707
2850 8.59913
2900 8.65685
2950 8.69021
3000 8.72939
3050 8.79024
3100 8.83177
3150 8.87896
3200 8.94781
3250 9.0114
3300 9.07316
3350 9.1215
3400 9.13894
3450 9.16696
3500 9.20152
3550 9.28209
3600 9.37703
3650 9.4393
3700 9.57009
3750 9.71783
3800 9.79869
3850 9.84777
3900 9.89891
3950 9.95506
4000 10.0159
4050 10.1033
4100 10.1637
4150 10.2431
4200 10.3694
4250 10.4461
4300 10.505
4350 10.58
4400 10.6339
4450 10.7165
4500 10.8045
4550 10.9291
4600 11.0507
4650 11.1025
4700 11.1508
4750 11.2126
4800 11.3014
4850 11.3826
4900 11.4108
4950 11.4677
5000 11.5125
5050 11.5124
5100 11.582
5150 11.645
5200 11.7198
5250 11.8464
5300 11.9257
5350 11.9672
5400 11.9936
5450 12.0835
5500 12.2205
5550 12.3115
5600 12.4081
5650 12.5438
5700 12.6276
5750 12.777
5800 12.8799
5850 12.9229
5900 12.9555
5950 12.9927
6000 13.0654
6050 13.0981
6100 13.1541
6150 13.2395
6200 13.3082
6250 13.3218
6300 13.4023
6350 13.484
6400 13.6129
6450 13.6864
6500 13.7761
6550 13.8866
6600 14.0133
6650 14.082
6700 14.1116
6750 14.1223
6800 14.1004
6850 14.0962
6900 14.0863
6950 14.1073
7000 14.124
7050 14.1465
7100 14.1858
7150 14.2818
7200 14.3988
7250 14.5325
7300 14.6812
7350 14.7956
7400 14.8747
7450 14.9546
7500 15.0681
7550 15.1839
7600 15.2686
7650 15.36
7700 15.4499
7750 15.5389
7800 15.6182
7850 15.6735
7900 15.7819
7950 15.8993
8000 15.9799
8050 16.0785
8100 16.1843
8150 16.2789
8200 16.3514
8250 16.4352
8300 16.4632
8350 16.5457
8400 16.6101
8450 16.6631
8500 16.7852
8550 16.8832
8600 16.9022
8650 16.8999
8700 16.9312
8750 16.9083
8800 16.9091
8850 16.8921
8900 16.9439
8950 16.982
9000 17.0248
9050 17.0527
9100 17.1191
9150 17.1965
9200 17.3142
9250 17.4356
9300 17.5321
9350 17.544
9400 17.5768
9450 17.63
9500 17.6646
9550 17.7327
9600 17.7846
9650 17.8303
9700 17.8381
9750 17.8736
9800 17.9405
9850 17.9873
9900 17.9955
9950 18.0523
10000 18.1218
10050 18.1221
10100 18.1437
10150 18.2245
10200 18.3741
10250 18.4308
10300 18.4736
10350 18.5615
10400 18.5812
10450 18.5501
10500 18.5657
10550 18.5719
10600 18.582
10650 18.613
10700 18.5818
10750 18.502
10800 18.4806
10850 18.4765
10900 18.4984
10950 18.5078
11000 18.5216
11050 18.5222
11100 18.5109
11150 18.5151
11200 18.5061
11250 18.527
11300 18.5424
11350 18.5271
11400 18.5676
11450 18.6262
11500 18.6688
11550 18.7482
11600 18.8092
11650 18.8648
11700 18.924
11750 18.9883
11800 19.0486
11850 19.1267
11900 19.2139
11950 19.309
12000 19.3166
12050 19.2126
12100 19.1492
12150 19.2025
12200 19.3124
12250 19.4089
12300 19.4935
12350 19.5597
