# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_all[4]
0 1.26218e-29
100 0.603545
200 1.44086
300 2.23467
400 3.0838
500 3.8492
600 4.49317
700 5.1595
800 5.75822
900 6.47787
1000 7.24655
1100 7.94297
1200 8.55667
1300 9.20011
1400 9.86807
1500 10.3572
1600 10.9183
1700 11.4288
1800 11.8858
1900 12.2512
2000 12.6952
2100 13.21
2200 13.5873
2300 14.0655
2400 14.555
2500 15.1625
2600 15.7289
2700 16.247
2800 16.7163
2900 17.0843
3000 17.5271
3100 18.2916
3200 18.9774
3300 19.2779
3400 19.72
3500 20.4241
3600 21.1247
3700 21.9258
3800 22.5828
3900 22.7683
4000 23.2443
4100 23.7894
4200 24.283
4300 24.7472
4400 25.2951
4500 25.8234
4600 26.366
4700 26.9054
4800 27.3842
4900 27.9314
5000 28.1341
5100 28.5163
5200 28.9037
5300 29.4524
5400 29.9964
5500 30.2451
5600 30.5845
5700 31.0047
5800 31.437
5900 31.7027
6000 31.9529
6100 32.0609
6200 31.9159
6300 31.8734
6400 32.0222
6500 32.146
6600 32.206
6700 32.7415
6800 33.241
6900 33.6788
7000 34.1194
7100 34.1262
7200 34.4779
7300 34.7483
7400 34.9966
7500 35.189
7600 35.3703
7700 35.3342
7800 35.267
7900 35.3544
8000 35.686
8100 36.0189
8200 36.3999
8300 36.7467
8400 37.0883
8500 37.3365
8600 37.6768
8700 37.9545
8800 38.3644
8900 38.7964
9000 39.2867
9100 39.7383
9200 40.055
9300 39.8349
9400 39.5368
9500 39.3922
9600 39.8814
9700 40.3039
9800 40.7285
9900 40.9658
10000 41.5045
10100 41.7488
10200 41.6589
10300 41.7166
10400 41.9841
10500 42.1664
10600 41.9993
10700 41.8031
10800 41.6686
10900 41.8471
11000 42.2682
11100 42.8132
11200 43.5978
11300 44.7693
11400 45.6261
11500 46.3294
11600 46.895
11700 47.3324
11800 47.8394
11900 48.017
12000 48.4037
12100 49.4439
12200 50.0856
12300 50.5587
12400 51.0347
12500 51.6806
12600 52.5531
12700 53.2763
12800 54.004
12900 54.186
13000 54.3334
13100 54.8725
13200 55.5028
13300 56.3753
13400 57.208
13500 58.0359
13600 58.4078
13700 58.924
13800 59.2726
13900 59.1952
14000 59.2681
14100 59.5518
14200 59.4443
14300 59.2218
14400 59.4539
14500 59.8768
14600 60.4982
14700 61.0805
14800 61.8829
14900 62.6717
15000 63.6219
15100 64.5624
15200 65.1132
15300 65.5117
15400 65.845
15500 66.0358
15600 66.3235
15700 66.4525
15800 66.3572
15900 66.9543
16000 67.2532
16100 67.5325
16200 67.8599
16300 68.2694
16400 67.8697
16500 67.5608
16600 67.7884
16700 68.3708
16800 68.7487
16900 69.2454
17000 69.7852
17100 70.354
17200 70.634
17300 70.8232
17400 70.8896
17500 70.7043
17600 70.6415
17700 70.7404
17800 70.9064
17900 70.6538
18000 70.3642
18100 70.1892
18200 70.2438
18300 70.6822
18400 70.9383
18500 71.1516
18600 71.8398
18700 72.2917
18800 72.6645
18900 73.3028
19000 74.0273
19100 74.3537
19200 74.8049
19300 74.8561
19400 74.8173
19500 74.8602
19600 75.1665
19700 75.2987
19800 75.9118
19900 76.3775
20000 76.6866
20100 76.8275
20200 76.9123
20300 77.1549
20400 77.6211
20500 78.3871
20600 79.3532
20700 80.3759
20800 80.9249
20900 81.4401
21000 81.5398
21100 81.3783
21200 81.8585
21300 82.2771
21400 82.7159
21500 82.8821
21600 82.9947
21700 83.1836
21800 83.5632
21900 83.6283
22000 83.2551
22100 83.0928
22200 83.0926
22300 82.8526
22400 82.838
22500 83.1978
22600 83.5557
22700 83.3665
22800 83.3603
22900 83.2622
23000 83.1504
23100 83.3187
23200 83.1602
23300 82.8899
23400 82.683
23500 83.0468
23600 83.4079
23700 84.1811
23800 85.1881
23900 86.4346
24000 86.8849
24100 87.5699
24200 88.535
24300 89.1893
24400 90.0531
24500 90.5811
24600 90.5945
24700 90.5936
24800 90.8122
24900 91.5003
25000 91.7296
25100 91.6669
25200 91.2684
25300 91.1187
25400 91.3179
25500 91.6143
25600 91.8924
25700 92.0076
25800 91.7867
25900 91.1992
26000 90.9921
26100 91.2842
26200 91.5699
26300 91.9003
26400 92.3267
26500 92.9146
26600 93.1236
26700 93.7066
26800 94.3933
26900 94.8293
27000 95.3913
27100 95.7213
27200 95.9078
27300 96.3773
27400 96.6732
27500 96.3299
27600 96.816
27700 97.1619
27800 97.8074
27900 98.74
28000 99.5925
28100 100.576
28200 101.555
28300 102.386
28400 102.869
28500 103.131
28600 103.146
28700 103.165
28800 103.862
28900 103.456
29000 103.263
29100 102.896
29200 102.565
29300 102.404
29400 102.925
29500 103.3
29600 103.695
29700 104.173
29800 104.158
29900 103.671
30000 104.339
30100 105.517
30200 106.41
30300 107.328
30400 108.166
30500 108.865
30600 109.131
30700 109.237
30800 108.845
30900 109.222
31000 109.046
31100 108.946
31200 109.404
31300 109.638
31400 110.003
31500 110.44
31600 110.879
31700 110.519
31800 110.325
31900 110.304
32000 110.704
32100 111.526
32200 112.785
32300 114.343
32400 115.774
32500 116.468
32600 117.412
32700 117.907
32800 117.944
32900 117.809
33000 118.298
33100 118.727
33200 118.765
33300 118.678
33400 118.987
33500 119.281
33600 119.253
33700 119.867
33800 119.971
33900 120.544
34000 121.073
34100 121.504
34200 122.097
34300 122.664
34400 122.834
34500 123.344
34600 123.855
34700 124.668
34800 125.686
34900 126.74
35000 127.908
35100 129.253
35200 129.599
35300 129.726
35400 130.243
35500 130.9
35600 131.517
35700 132.44
35800 133.696
35900 134.814
36000 135.447
36100 135.978
36200 135.826
36300 135.501
36400 134.834
36500 134.648
36600 134.891
36700 135.751
36800 136.866
36900 137.478
37000 138.115
37100 138.537
37200 138.835
37300 139.675
37400 140.337
37500 141.475
37600 142.5
37700 144.039
37800 144.85
37900 145.539
38000 146.335
38100 147.061
38200 148.208
38300 149.057
38400 149.112
38500 149.984
38600 151.554
38700 152.718
38800 153.54
38900 154.497
39000 155.603
39100 156.287
39200 156.466
39300 156.634
39400 157.18
39500 157.249
39600 157.834
39700 157.854
39800 157.329
39900 157.127
40000 157.577
40100 157.847
40200 157.461
40300 158.43
40400 159.717
40500 160.169
40600 160.367
40700 160.304
40800 160.599
40900 160.481
41000 160.351
41100 159.916
41200 160.269
41300 161.451
41400 162.158
41500 162.717
41600 163.276
41700 163.239
41800 162.709
41900 162.504
42000 162.905
42100 163.305
42200 163.741
42300 164.081
42400 164.077
42500 163.996
42600 163.957
42700 164.091
42800 163.711
42900 162.805
43000 162.61
43100 163.214
43200 164.449
43300 165.349
43400 166.171
43500 167.332
43600 167.944
43700 167.9
43800 167.365
43900 166.467
44000 165.619
44100 164.991
44200 165.005
44300 165.69
44400 166.423
44500 166.691
44600 167.252
44700 167.759
44800 168.278
44900 168.897
45000 169.412
45100 169.334
45200 168.456
45300 168.002
45400 167.436
45500 166.694
45600 165.797
45700 165.649
45800 166.028
45900 166.302
46000 166.712
46100 167.465
46200 168.845
46300 169.984
46400 171.402
46500 172.645
46600 173.42
46700 174.303
46800 174.947
46900 176.005
47000 176.551
47100 176.098
47200 175.995
47300 176.985
47400 177.741
