# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_12_25_1[4]
0 2.20095e-29
100 0.49984
200 1.09957
300 1.61117
400 2.08894
500 2.54537
600 3.0102
700 3.40768
800 3.72568
900 4.05689
1000 4.40645
1100 4.70069
1200 5.02054
1300 5.37472
1400 5.66167
1500 5.93285
1600 6.24513
1700 6.53496
1800 6.76488
1900 7.04794
2000 7.33111
2100 7.62931
2200 7.89242
2300 8.15975
2400 8.38868
2500 8.61251
2600 8.78697
2700 9.02524
2800 9.22357
2900 9.422
3000 9.6332
3100 9.87899
3200 10.0877
3300 10.3286
3400 10.5216
3500 10.7388
3600 10.931
3700 11.1679
3800 11.4382
3900 11.69
4000 11.9133
4100 12.039
4200 12.1744
4300 12.2938
4400 12.5019
4500 12.7139
4600 12.9305
4700 13.1669
4800 13.4379
4900 13.7186
5000 14.0456
5100 14.3098
5200 14.5193
5300 14.6893
5400 14.9418
5500 15.1713
5600 15.4332
5700 15.7066
5800 15.9448
5900 16.1719
6000 16.3606
6100 16.4477
6200 16.6186
6300 16.7324
6400 16.8689
6500 17.0801
6600 17.2632
6700 17.4291
6800 17.5985
6900 17.7207
7000 17.9093
7100 18.1248
7200 18.2852
7300 18.5151
7400 18.6865
7500 18.8592
7600 19.1894
7700 19.4789
7800 19.747
7900 19.9874
8000 20.1115
8100 20.2637
8200 20.5143
8300 20.7566
8400 20.9881
8500 21.1272
8600 21.2732
8700 21.4633
8800 21.671
8900 21.786
9000 21.9688
9100 22.1879
9200 22.3775
9300 22.5197
9400 22.706
9500 22.8159
9600 23.0243
9700 23.2306
9800 23.3678
9900 23.4918
10000 23.678
10100 23.9045
10200 24.2034
10300 24.5496
10400 24.8677
10500 25.0367
10600 25.2617
10700 25.4901
10800 25.7199
10900 26.0257
11000 26.2756
11100 26.5249
11200 26.7332
11300 26.862
11400 27.1291
11500 27.4383
11600 27.7042
11700 27.942
11800 28.1875
11900 28.3341
12000 28.5595
12100 28.8532
12200 29.2413
12300 29.5622
12400 29.8572
12500 30.071
12600 30.3104
12700 30.5153
12800 30.7599
12900 30.9787
13000 31.1359
13100 31.3087
13200 31.3864
13300 31.5068
13400 31.6262
13500 31.8101
13600 31.9327
13700 32.0726
13800 32.368
13900 32.5512
14000 32.7461
14100 32.9603
14200 33.1332
14300 33.2343
14400 33.3961
14500 33.5588
14600 33.7794
14700 33.9864
14800 34.1463
14900 34.2295
15000 34.3106
15100 34.4173
15200 34.4555
15300 34.5358
15400 34.5941
15500 34.7874
15600 34.9732
15700 35.0349
15800 35.1442
15900 35.2737
16000 35.4147
16100 35.645
16200 35.7743
16300 35.9781
16400 36.2177
16500 36.3827
16600 36.5579
16700 36.9687
16800 37.2507
16900 37.5114
17000 37.6403
17100 37.7875
17200 37.9735
17300 38.1879
17400 38.3433
17500 38.499
17600 38.728
17700 38.9479
17800 39.1131
17900 39.3248
18000 39.5782
18100 39.8829
18200 40.1052
18300 40.3389
18400 40.4862
18500 40.5928
18600 40.9492
18700 41.2
18800 41.3622
18900 41.5316
19000 41.6695
19100 41.7351
19200 41.8259
19300 42.1055
19400 42.3855
19500 42.5345
19600 42.5322
19700 42.702
19800 42.9531
19900 43.2512
20000 43.4413
20100 43.5528
20200 43.6295
20300 43.8383
20400 44.0299
20500 44.2468
20600 44.5473
20700 44.8561
20800 45.273
20900 45.5687
21000 45.6657
21100 45.7773
21200 45.9137
21300 46.1635
21400 46.2836
21500 46.3522
21600 46.4555
21700 46.5991
21800 46.9157
21900 47.2368
22000 47.5132
22100 47.6446
22200 47.7841
22300 47.9927
22400 48.1085
22500 48.2281
22600 48.3981
22700 48.5582
22800 48.6812
22900 48.7728
23000 48.8729
23100 49.0158
23200 49.1386
23300 49.3282
23400 49.5678
23500 49.6753
23600 49.8774
23700 50.0517
23800 50.1966
23900 50.4029
24000 50.7653
24100 51.157
24200 51.5478
24300 51.8036
24400 52.1281
24500 52.4055
24600 52.6889
24700 52.8562
24800 53.0112
24900 53.1174
25000 53.4377
25100 53.7535
25200 54.0203
25300 54.351
25400 54.7512
25500 55.1799
25600 55.4594
25700 55.7353
25800 55.872
25900 56.0671
26000 56.2408
26100 56.326
26200 56.4146
26300 56.4955
26400 56.6165
26500 56.7448
26600 56.9428
26700 57.1641
26800 57.4054
26900 57.4898
27000 57.541
27100 57.4925
27200 57.5462
27300 57.6797
27400 57.8725
27500 58.1281
27600 58.3253
27700 58.2897
27800 58.2734
27900 58.4457
28000 58.6185
28100 58.7607
28200 58.8967
28300 59.1035
28400 59.2953
28500 59.398
28600 59.4385
28700 59.5289
28800 59.6494
28900 59.7474
29000 59.9387
29100 60.1566
29200 60.4328
29300 60.5984
29400 60.8627
29500 60.9486
29600 61.0839
29700 61.2319
29800 61.3636
29900 61.5042
30000 61.9431
30100 62.396
30200 62.631
30300 62.7536
30400 62.8846
30500 63.0147
30600 63.1218
30700 63.2662
30800 63.5164
30900 63.7569
31000 64.0227
31100 64.3566
31200 64.6398
31300 64.885
31400 65.0769
31500 65.3492
31600 65.6256
31700 65.7364
31800 65.7242
31900 65.7136
32000 65.9356
32100 66.0152
32200 66.035
32300 66.0882
32400 66.2151
32500 66.3954
32600 66.6066
32700 66.5914
32800 66.5698
32900 66.6513
33000 66.7883
33100 66.9986
33200 67.1968
33300 67.2589
33400 67.3833
33500 67.4905
33600 67.6373
33700 67.933
33800 68.1766
33900 68.4128
34000 68.5701
34100 68.6899
34200 68.8734
34300 68.9023
34400 69.049
34500 69.1276
34600 69.1254
34700 69.2071
34800 69.2862
34900 69.3264
35000 69.5257
35100 69.6491
35200 69.6665
35300 69.6642
35400 69.8451
35500 70.0414
35600 70.2076
35700 70.3181
35800 70.4213
35900 70.6227
36000 70.8451
36100 71.0542
36200 71.2596
36300 71.3125
36400 71.3757
36500 71.6501
36600 71.8148
36700 71.814
36800 71.8231
36900 71.858
37000 71.9583
37100 72.1894
37200 72.4961
37300 72.6067
37400 72.8909
37500 73.0965
37600 73.2935
37700 73.5804
37800 73.9236
37900 74.1398
38000 74.4336
38100 74.5102
38200 74.6699
38300 74.667
38400 74.776
38500 74.8398
38600 74.9446
38700 75.1631
38800 75.3076
38900 75.4517
39000 75.7087
39100 75.8634
39200 76.0392
39300 76.2566
39400 76.3292
39500 76.4593
39600 76.5998
39700 76.7902
39800 76.8993
39900 77.2451
40000 77.4855
40100 77.4667
40200 77.4718
40300 77.5107
40400 77.6593
40500 77.8699
40600 77.9263
40700 78.0054
40800 77.9991
40900 77.9898
41000 78.0967
41100 78.2589
41200 78.4093
41300 78.4304
41400 78.4566
41500 78.5839
41600 78.6462
41700 79.0086
41800 79.1878
41900 79.1174
42000 79.1651
42100 79.2788
42200 79.4372
42300 79.4547
42400 79.5951
42500 79.6252
42600 79.6877
42700 79.8327
42800 79.9192
42900 80.1101
43000 80.2708
43100 80.25
43200 80.2363
43300 80.2422
43400 80.2705
43500 80.3422
43600 80.6198
43700 80.8505
43800 81.0298
43900 81.0302
44000 81.0935
44100 81.3187
44200 81.4791
44300 81.5735
44400 81.884
44500 82.0864
44600 82.3153
44700 82.3459
44800 82.2079
44900 82.2935
45000 82.476
45100 82.6662
45200 82.8506
45300 82.8386
45400 82.8643
45500 83.0126
45600 82.9927
45700 83.1239
45800 83.2231
45900 83.3365
46000 83.3022
46100 83.4976
46200 83.6756
46300 83.7613
46400 84.0496
46500 84.302
46600 84.572
46700 84.7781
46800 84.8206
46900 84.9937
47000 85.2642
47100 85.2389
47200 85.3771
47300 85.3212
47400 85.3664
47500 85.5304
47600 85.6114
47700 85.6623
47800 85.7702
47900 85.8568
48000 85.8688
48100 86.0428
48200 85.9735
48300 86.1754
48400 86.4471
48500 86.4902
48600 86.5004
48700 86.5126
48800 86.5878
48900 86.8019
49000 87.0141
49100 87.3932
49200 87.561
49300 87.5963
49400 87.9475
49500 88.0393
49600 88.1293
49700 88.2626
49800 88.4027
49900 88.4894
50000 88.7177
50100 88.9345
50200 89.3832
50300 89.7516
50400 90.0616
50500 90.2496
50600 90.5555
50700 90.6601
50800 90.9255
50900 90.9568
51000 91.0639
51100 91.2367
51200 91.3829
51300 91.7088
51400 92.0152
51500 92.0947
51600 92.198
51700 92.3549
51800 92.4505
51900 92.4716
52000 92.5654
52100 92.8122
52200 93.0182
52300 93.2104
52400 93.3859
52500 93.5031
52600 93.589
52700 93.7279
52800 93.833
52900 93.9889
53000 94.1126
53100 94.2292
53200 94.1934
53300 94.3151
53400 94.3725
53500 94.6477
53600 94.917
53700 95.1722
53800 95.4272
53900 95.5312
54000 95.6653
54100 95.9174
54200 96.1848
54300 96.4749
54400 96.5722
54500 96.7186
54600 96.8421
54700 97.1032
54800 97.2417
54900 97.5331
55000 97.9475
55100 98.2343
55200 98.5493
55300 98.549
55400 98.5332
55500 98.5697
55600 98.5533
55700 98.8742
55800 99.2371
55900 99.4154
56000 99.5711
56100 99.8634
56200 100.175
56300 100.459
56400 100.676
56500 100.768
56600 100.828
56700 100.837
56800 100.868
56900 101.163
57000 101.512
57100 101.792
57200 102.053
57300 102.063
57400 102.095
57500 102.41
57600 102.69
57700 102.878
57800 102.825
57900 102.74
58000 103.047
58100 103.533
58200 103.871
58300 104.058
58400 104.112
58500 104.311
58600 104.613
58700 104.838
58800 105.309
58900 105.678
59000 106.031
59100 106.131
59200 106.417
59300 106.616
59400 106.865
59500 106.801
59600 106.922
59700 107.084
59800 107.158
59900 107.353
60000 107.656
60100 107.965
60200 108.32
60300 108.526
60400 108.856
60500 109.122
60600 109.409
60700 109.698
60800 110.082
60900 110.253
61000 110.267
61100 110.326
61200 110.368
61300 110.505
61400 110.703
61500 111.02
61600 111.23
61700 111.399
61800 111.607
61900 111.603
62000 111.698
62100 111.721
62200 111.802
62300 111.978
62400 112.149
62500 112.272
62600 112.463
62700 112.459
62800 112.438
62900 112.458
63000 112.573
63100 112.842
63200 113.123
63300 113.257
63400 113.426
63500 113.739
63600 114.129
63700 114.482
63800 114.627
63900 114.721
64000 114.865
64100 114.835
64200 114.921
64300 115.148
64400 115.327
64500 115.418
64600 115.441
64700 115.581
64800 115.739
64900 115.886
65000 116.127
65100 116.173
65200 116.256
65300 116.239
65400 116.24
65500 116.455
65600 116.506
65700 116.599
65800 116.672
65900 116.881
66000 116.982
66100 117.005
66200 117.147
66300 117.139
66400 117.359
66500 117.472
66600 117.329
66700 117.265
66800 117.358
66900 117.255
67000 117.319
67100 117.492
67200 117.721
67300 117.653
67400 117.871
67500 118.124
67600 118.292
67700 118.535
67800 118.589
67900 118.61
68000 118.545
68100 118.639
68200 118.705
68300 118.753
68400 118.898
68500 118.987
68600 119.036
68700 119.099
68800 119.356
68900 119.735
69000 120.125
69100 120.353
69200 120.729
69300 121.024
69400 121.088
69500 121.078
69600 121.257
69700 121.589
69800 121.762
69900 121.816
70000 122.052
70100 122.379
70200 122.443
70300 122.528
70400 122.766
70500 122.899
70600 123.153
70700 123.339
70800 123.438
70900 123.448
71000 123.559
71100 123.715
71200 123.794
71300 124.074
71400 124.145
71500 124.126
71600 124.158
71700 124.25
71800 124.354
71900 124.164
72000 123.987
72100 123.968
72200 124.013
72300 124.036
72400 124.001
72500 124.046
72600 124.111
72700 124.366
72800 124.422
72900 124.572
73000 124.613
73100 124.751
73200 125.087
73300 125.35
73400 125.49
73500 125.615
73600 125.899
73700 125.995
73800 126.164
73900 126.284
74000 126.488
74100 126.374
74200 126.264
74300 126.18
74400 126.084
74500 125.922
74600 126.158
74700 126.369
74800 126.555
74900 126.59
75000 126.664
75100 126.713
75200 126.89
75300 127.007
75400 127.143
75500 127.212
75600 127.358
75700 127.593
75800 127.724
75900 127.893
76000 128.09
76100 128.401
76200 128.666
76300 128.698
76400 128.869
76500 129.121
76600 129.391
76700 129.823
76800 129.842
76900 129.826
77000 130.072
77100 130.22
77200 130.411
77300 130.546
77400 130.651
77500 130.628
77600 130.514
77700 130.595
77800 130.568
77900 130.814
78000 130.964
78100 131.12
78200 131.137
78300 131.068
78400 131.139
78500 131.191
78600 131.211
78700 131.396
78800 131.542
78900 131.617
79000 131.643
79100 131.713
79200 131.855
79300 132.078
79400 132.217
79500 132.363
79600 132.508
79700 132.617
79800 132.955
79900 133.056
80000 133.113
80100 133.291
80200 133.493
80300 133.807
80400 133.866
