# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_12_20_1[4]
0 5.93649e-29
100 0.523413
200 1.1631
300 1.70914
400 2.21867
500 2.68723
600 3.11123
700 3.5474
800 3.88071
900 4.19985
1000 4.57721
1100 4.95309
1200 5.33591
1300 5.68648
1400 6.05451
1500 6.42283
1600 6.75281
1700 7.05366
1800 7.32564
1900 7.56109
2000 7.85613
2100 8.10467
2200 8.43151
2300 8.68757
2400 8.95258
2500 9.26514
2600 9.5608
2700 9.84811
2800 10.0808
2900 10.26
3000 10.4608
3100 10.6815
3200 10.9633
3300 11.1578
3400 11.3543
3500 11.5532
3600 11.8033
3700 12.1245
3800 12.3783
3900 12.6212
4000 12.8751
4100 13.0488
4200 13.2217
4300 13.3715
4400 13.5529
4500 13.7801
4600 14.0475
4700 14.3171
4800 14.5087
4900 14.6976
5000 14.926
5100 15.1979
5200 15.5215
5300 15.8029
5400 16.0601
5500 16.2302
5600 16.4739
5700 16.7388
5800 16.9869
5900 17.2169
6000 17.4625
6100 17.6632
6200 17.7687
6300 17.9217
6400 18.0519
6500 18.1001
6600 18.1415
6700 18.4367
6800 18.7089
6900 18.9986
7000 19.273
7100 19.614
7200 19.8848
7300 20.0058
7400 20.1571
7500 20.3686
7600 20.6092
7700 20.7477
7800 20.9965
7900 21.1105
8000 21.3326
8100 21.5461
8200 21.8052
8300 22.1247
8400 22.4293
8500 22.6496
8600 22.864
8700 23.0862
8800 23.4296
8900 23.7441
9000 24.002
9100 24.1375
9200 24.281
9300 24.6159
9400 24.9785
9500 25.2329
9600 25.4632
9700 25.7215
9800 25.9632
9900 26.1997
10000 26.5129
10100 26.6457
10200 26.8039
10300 27.0574
10400 27.3188
10500 27.4942
10600 27.7715
10700 27.9126
10800 28.056
10900 28.2113
11000 28.3928
11100 28.6682
11200 28.8725
11300 29.0881
11400 29.2662
11500 29.5093
11600 29.7755
11700 30.1218
11800 30.3213
11900 30.5862
12000 30.8462
12100 31.1452
12200 31.4203
12300 31.7151
12400 32.1367
12500 32.4502
12600 32.5733
12700 32.6365
12800 32.6482
12900 32.7076
13000 32.9204
13100 33.1806
13200 33.3938
13300 33.5971
13400 33.7787
13500 33.9148
13600 34.0645
13700 34.1547
13800 34.2446
13900 34.2508
14000 34.4267
14100 34.4331
14200 34.6612
14300 34.9128
14400 35.0288
14500 35.0829
14600 35.1516
14700 35.3376
14800 35.499
14900 35.6281
15000 35.887
15100 36.0556
15200 36.2319
15300 36.3485
15400 36.3512
15500 36.3525
15600 36.3544
15700 36.4465
15800 36.6289
15900 36.7817
16000 36.9852
16100 37.1311
16200 37.1686
16300 37.2635
16400 37.4713
16500 37.7207
16600 38.0164
16700 38.4024
16800 38.721
16900 38.9874
17000 39.3664
17100 39.6215
17200 39.9891
17300 40.313
17400 40.511
17500 40.7345
17600 40.9142
17700 41.1401
17800 41.2434
17900 41.278
18000 41.3353
18100 41.4868
18200 41.6318
18300 41.8955
18400 42.1244
18500 42.2433
18600 42.2362
18700 42.3588
18800 42.4463
18900 42.5308
19000 42.6625
19100 42.858
19200 43.0492
19300 43.2006
19400 43.4157
19500 43.7501
19600 43.9742
19700 44.436
19800 44.633
19900 44.861
20000 45.2205
20100 45.378
20200 45.5078
20300 45.8292
20400 45.9719
20500 46.1249
20600 46.4141
20700 46.5875
20800 46.8264
20900 46.969
21000 47.1607
21100 47.3871
21200 47.5498
21300 47.6782
21400 47.8753
21500 47.9251
21600 48.0109
21700 48.2709
21800 48.4033
21900 48.5953
22000 48.9261
22100 49.121
22200 49.2522
22300 49.4261
22400 49.689
22500 49.9461
22600 50.0712
22700 50.4714
22800 50.6419
22900 50.7658
23000 50.9497
23100 51.1284
23200 51.2662
23300 51.4205
23400 51.4789
23500 51.6745
23600 51.8379
23700 52.0421
23800 52.2568
23900 52.3361
24000 52.4736
24100 52.602
24200 52.6956
24300 52.8229
24400 53.0066
24500 53.1101
24600 53.3572
24700 53.6344
24800 53.8396
24900 54.1777
25000 54.6048
25100 55.0452
25200 55.2091
25300 55.3231
25400 55.445
25500 55.5838
25600 55.8067
25700 55.9597
25800 56.1394
25900 56.4638
26000 56.7239
26100 56.8282
26200 56.9114
26300 56.9751
26400 57.0762
26500 57.3024
26600 57.3779
26700 57.6398
26800 58.0658
26900 58.2112
27000 58.4056
27100 58.6266
27200 58.8475
27300 58.9322
27400 58.9735
27500 58.9526
27600 58.9285
27700 59.0498
27800 59.2548
27900 59.3982
28000 59.5256
28100 59.6486
28200 59.7489
28300 59.9553
28400 60.1164
28500 60.3104
28600 60.3765
28700 60.4967
28800 60.6311
28900 60.7231
29000 60.774
29100 60.8511
29200 60.7023
29300 60.4464
29400 60.6707
29500 60.7682
29600 61.0086
29700 61.1678
29800 61.1442
29900 61.3652
30000 61.4985
30100 61.6602
30200 61.9337
30300 62.1572
30400 62.3879
30500 62.5767
30600 62.7323
30700 62.949
30800 63.1905
30900 63.4095
31000 63.766
31100 64.0547
31200 64.3782
31300 64.4975
31400 64.6434
31500 64.894
31600 64.9689
31700 65.1346
31800 65.3791
31900 65.6802
32000 65.8594
32100 66.0875
32200 66.0562
32300 66.2915
32400 66.683
32500 66.9694
32600 67.1031
32700 67.3135
32800 67.5795
32900 67.8135
33000 68.1035
33100 68.2921
33200 68.5864
33300 68.6965
33400 68.9602
33500 69.1773
33600 69.4298
33700 69.5513
33800 69.7832
33900 69.8932
34000 70.2026
34100 70.3698
34200 70.4422
34300 70.5511
34400 70.6821
34500 71.1011
34600 71.315
34700 71.6555
34800 71.876
34900 71.9559
35000 72.1864
35100 72.4586
35200 72.7789
35300 73.0958
35400 73.329
35500 73.5275
35600 73.7495
35700 74.0923
35800 74.5424
35900 74.8543
36000 75.1741
36100 75.4721
36200 75.6748
36300 76.0193
36400 76.3925
36500 76.6968
36600 76.8703
36700 77.2814
36800 77.5452
36900 77.9284
37000 78.3413
37100 78.6886
37200 79.0239
37300 79.4339
37400 79.772
37500 79.9122
37600 79.9474
37700 80.2602
37800 80.3332
37900 80.5017
38000 80.5698
38100 80.6433
38200 80.7186
38300 80.917
38400 81.2717
38500 81.6011
38600 81.8359
38700 82.0624
38800 82.2615
38900 82.4276
39000 82.9172
39100 83.4451
39200 83.8144
39300 84.0904
39400 84.0865
39500 84.3471
39600 84.6983
39700 84.9616
39800 85.2658
39900 85.5095
40000 85.8513
40100 86.0129
40200 86.3459
40300 86.5619
40400 86.6893
40500 86.8609
40600 86.9615
40700 87.1178
40800 87.3044
40900 87.7374
41000 87.9937
41100 88.3904
41200 88.591
41300 88.6865
41400 88.68
41500 88.8759
41600 89.208
41700 89.4504
41800 89.6935
41900 89.8298
42000 89.9597
42100 90.111
42200 90.2723
42300 90.3855
42400 90.6698
42500 90.8606
42600 91.1132
42700 91.3287
42800 91.5719
42900 91.8201
43000 91.8915
43100 92.0269
43200 92.0174
43300 92.0783
43400 92.1167
43500 92.1914
43600 92.4121
43700 92.6959
43800 92.9225
43900 93.0956
44000 93.3838
44100 93.455
44200 93.5329
44300 93.698
44400 93.5716
44500 93.5209
44600 93.8073
44700 94.1418
44800 94.4557
44900 94.7531
45000 95.1466
45100 95.3875
45200 95.585
45300 95.5675
45400 95.5284
45500 95.6748
45600 95.7565
45700 95.9985
45800 96.2698
45900 96.3178
46000 96.3657
46100 96.6998
46200 96.9375
46300 97.1024
46400 97.3159
46500 97.3479
46600 97.6576
46700 97.8874
46800 98.1534
46900 98.4449
47000 98.5475
47100 98.5991
47200 98.7011
47300 98.8549
47400 99.0857
47500 99.1915
47600 99.5883
47700 99.8684
47800 100.001
47900 100.268
