# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_12_15_1[4]
0 1.26218e-29
100 0.534386
200 1.20944
300 1.77021
400 2.29963
500 2.83315
600 3.30069
700 3.73933
800 4.15823
900 4.58254
1000 5.01455
1100 5.39714
1200 5.74746
1300 6.08945
1400 6.48228
1500 6.86832
1600 7.2457
1700 7.56727
1800 7.92822
1900 8.28909
2000 8.6121
2100 8.86617
2200 9.16079
2300 9.40041
2400 9.65369
2500 9.99226
2600 10.2959
2700 10.5359
2800 10.7535
2900 10.9722
3000 11.2578
3100 11.5918
3200 11.8608
3300 12.1666
3400 12.4335
3500 12.6787
3600 12.9104
3700 13.2098
3800 13.5682
3900 13.9102
4000 14.1298
4100 14.4055
4200 14.6261
4300 14.8121
4400 14.9807
4500 15.1955
4600 15.4426
4700 15.6574
4800 15.9282
4900 16.2278
5000 16.4426
5100 16.6943
5200 16.8754
5300 16.9669
5400 17.0819
5500 17.2716
5600 17.5384
5700 17.8208
5800 18.0174
5900 18.1605
6000 18.4012
6100 18.6556
6200 18.9328
6300 19.2645
6400 19.5274
6500 19.7782
6600 19.9934
6700 20.2142
6800 20.5012
6900 20.7019
7000 21.0487
7100 21.3447
7200 21.5854
7300 21.7951
7400 21.9114
7500 22.1095
7600 22.2827
7700 22.4101
7800 22.6179
7900 22.7371
8000 22.8442
8100 23.0447
8200 23.2874
8300 23.6341
8400 23.9269
8500 24.0578
8600 24.1733
8700 24.436
8800 24.7804
8900 25.1016
9000 25.3666
9100 25.5167
9200 25.7521
9300 26.0402
9400 26.3936
9500 26.837
9600 27.1315
9700 27.3081
9800 27.5186
9900 27.6615
10000 27.7841
10100 27.9368
10200 28.137
10300 28.3101
10400 28.499
10500 28.7718
10600 29.0253
10700 29.2061
10800 29.3803
10900 29.721
11000 30.0632
11100 30.416
11200 30.7013
11300 30.946
11400 31.2367
11500 31.5999
11600 31.8625
11700 31.931
11800 32.0364
11900 32.1562
12000 32.3274
12100 32.5556
12200 32.6965
12300 32.9078
12400 32.9981
12500 33.1977
12600 33.4461
12700 33.6561
12800 33.8629
12900 33.9192
13000 34.0933
13100 34.3892
13200 34.7499
13300 34.9623
13400 35.2329
13500 35.4556
13600 35.6146
13700 35.7725
13800 35.8559
13900 36.0286
14000 36.3652
14100 36.625
14200 36.9218
14300 37.1455
14400 37.2976
14500 37.6625
14600 37.9803
14700 38.3467
14800 38.5672
14900 38.8385
15000 39.1255
15100 39.2764
15200 39.3273
15300 39.3928
15400 39.6526
15500 39.8707
15600 40.0974
15700 40.311
15800 40.4777
15900 40.5308
16000 40.5843
16100 40.6753
16200 41.0168
16300 41.3656
16400 41.6351
16500 42.0524
16600 42.1242
16700 42.2935
16800 42.5498
16900 42.7657
17000 42.9532
17100 43.0833
17200 43.2013
17300 43.2033
17400 43.3128
17500 43.5028
17600 43.669
17700 43.8023
17800 44.0118
17900 44.0763
18000 44.0517
18100 44.1206
18200 44.4458
18300 44.615
18400 44.6219
18500 44.75
18600 45.0274
18700 45.241
18800 45.7294
18900 46.0897
19000 46.4656
19100 46.6272
19200 46.8709
19300 47.0095
19400 47.1385
19500 47.3409
19600 47.4019
19700 47.6447
19800 47.692
19900 47.8002
20000 47.9311
20100 48.1316
20200 48.2633
20300 48.3072
20400 48.5513
20500 48.7277
20600 48.9991
20700 49.2638
20800 49.6434
20900 49.9042
21000 50.1755
21100 50.4328
21200 50.6234
21300 50.829
21400 51.1566
21500 51.4861
21600 51.9697
21700 52.3787
21800 52.8309
21900 52.9502
22000 53.1233
22100 53.4512
22200 53.8177
22300 54.2894
22400 54.6803
22500 55.0219
22600 55.1509
22700 55.1895
22800 55.4026
22900 55.7949
23000 56.0807
23100 56.2638
23200 56.3959
23300 56.5657
23400 56.7231
23500 57.009
23600 57.1859
23700 57.3987
23800 57.6631
23900 58.0594
24000 58.5845
24100 58.9276
24200 59.1505
24300 59.3265
24400 59.5065
24500 59.5656
24600 59.7279
24700 59.9818
24800 60.3063
24900 60.6644
25000 61.1238
25100 61.5607
25200 61.633
25300 61.8809
25400 62.2749
25500 62.6582
25600 63.2094
25700 63.7016
25800 63.8553
25900 63.9023
26000 63.8504
26100 64.0052
26200 64.1781
26300 64.3312
26400 64.4664
26500 64.631
26600 64.7686
26700 64.9702
26800 65.0728
26900 65.055
27000 65.1139
27100 64.9584
27200 64.7116
27300 64.6145
27400 64.6075
27500 64.5762
27600 64.7507
27700 64.683
27800 64.8202
27900 64.9878
28000 65.1326
28100 65.4422
28200 65.7445
28300 66.1038
28400 66.3145
28500 66.5774
28600 66.9329
28700 67.0366
28800 67.2066
28900 67.3675
29000 67.7894
29100 68.0603
29200 68.2665
29300 68.4313
29400 68.69
29500 68.9608
29600 69.0263
29700 69.0719
29800 69.2058
29900 69.4609
30000 69.7408
30100 70.0068
30200 70.2986
30300 70.4276
30400 70.5983
30500 70.7037
30600 70.8092
30700 70.9076
30800 70.8299
30900 70.8965
31000 70.962
31100 71.0088
31200 71.1743
31300 71.3336
31400 71.5036
31500 71.5373
31600 71.9005
31700 72.2461
31800 72.3916
31900 72.434
32000 72.5346
32100 72.7289
32200 73.0197
32300 73.0709
32400 73.1717
32500 73.4098
32600 73.5647
32700 73.9242
32800 74.0525
32900 74.2289
33000 74.522
33100 74.8293
33200 75.0369
33300 75.2564
33400 75.3948
33500 75.4141
33600 75.6773
33700 75.9293
33800 76.2623
33900 76.6068
34000 76.9203
34100 77.0403
34200 77.2794
34300 77.602
34400 77.9015
34500 78.1515
34600 78.2275
34700 78.564
34800 78.9049
34900 79.1368
35000 79.4595
35100 79.6777
35200 79.8803
35300 80.1809
35400 80.3558
35500 80.4921
35600 80.6307
35700 80.761
35800 80.9763
35900 81.1799
36000 81.3926
36100 81.5133
36200 81.7068
36300 81.9579
36400 82.1417
36500 82.251
36600 82.7017
36700 83.2753
36800 83.8384
36900 84.1864
37000 84.4771
37100 84.8032
37200 85.2344
37300 85.5428
37400 85.8381
