# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 26.9452
100 26.9741
200 26.9873
300 26.9878
400 26.981
500 26.9779
600 26.9886
700 27.0143
800 27.018
900 27.0311
1000 27.0409
1100 27.0517
1200 27.068
1300 27.0893
1400 27.1005
1500 27.1229
1600 27.1461
1700 27.1578
1800 27.1562
1900 27.1555
2000 27.1596
2100 27.175
2200 27.1944
2300 27.2003
2400 27.2101
2500 27.2383
2600 27.2559
2700 27.261
2800 27.2741
2900 27.2755
3000 27.2678
3100 27.2762
3200 27.2865
3300 27.2947
3400 27.3131
3500 27.3294
3600 27.3366
3700 27.3489
3800 27.3658
3900 27.3705
4000 27.362
4100 27.3518
4200 27.3601
4300 27.3814
4400 27.3947
4500 27.409
4600 27.427
4700 27.4392
4800 27.4629
4900 27.4661
5000 27.4741
5100 27.4796
5200 27.468
5300 27.4623
5400 27.434
5500 27.419
5600 27.4298
5700 27.4467
5800 27.4624
5900 27.4786
6000 27.5047
6100 27.5155
6200 27.5278
6300 27.5371
6400 27.5454
6500 27.5562
6600 27.5644
6700 27.5722
6800 27.5914
6900 27.5921
7000 27.5626
7100 27.5591
7200 27.5508
7300 27.5426
7400 27.539
7500 27.5384
7600 27.5528
7700 27.573
7800 27.5916
7900 27.5981
8000 27.6029
8100 27.6121
8200 27.6165
8300 27.6286
8400 27.6391
8500 27.6506
8600 27.6759
8700 27.6991
8800 27.7095
8900 27.7279
9000 27.7451
9100 27.7634
9200 27.7914
9300 27.8106
9400 27.831
9500 27.8421
9600 27.8491
9700 27.8485
9800 27.8549
9900 27.8705
10000 27.8868
10100 27.896
10200 27.9086
10300 27.9243
10400 27.931
10500 27.9369
10600 27.9474
10700 27.9487
10800 27.9581
10900 27.9613
11000 27.9585
11100 27.9692
11200 27.9846
11300 27.9912
11400 28.0046
11500 28.0177
11600 28.0291
11700 28.0527
11800 28.0718
11900 28.0749
12000 28.0911
12100 28.11
12200 28.1276
12300 28.1397
12400 28.1479
12500 28.1616
12600 28.1797
12700 28.1902
12800 28.2134
12900 28.2329
13000 28.2528
13100 28.2606
13200 28.2805
13300 28.2991
13400 28.3042
13500 28.2879
13600 28.2852
13700 28.2984
13800 28.3075
13900 28.3186
14000 28.3204
14100 28.3237
14200 28.3169
14300 28.3292
14400 28.3301
14500 28.3233
14600 28.3197
14700 28.3271
14800 28.3457
14900 28.3607
15000 28.3607
15100 28.361
15200 28.3735
15300 28.3949
15400 28.4187
15500 28.4185
15600 28.4214
15700 28.4161
15800 28.4121
15900 28.4151
16000 28.409
16100 28.4021
16200 28.4095
16300 28.4353
16400 28.4517
16500 28.4591
16600 28.4719
16700 28.4753
16800 28.4944
16900 28.5024
17000 28.5124
17100 28.5334
17200 28.5432
17300 28.5393
17400 28.5365
17500 28.5471
17600 28.558
17700 28.5709
17800 28.5743
17900 28.5729
18000 28.571
18100 28.5611
18200 28.5643
18300 28.5627
18400 28.5684
18500 28.5869
18600 28.6077
18700 28.6038
18800 28.5946
18900 28.5944
19000 28.5888
19100 28.5875
19200 28.5738
19300 28.5827
19400 28.5839
19500 28.5847
19600 28.5852
19700 28.5935
19800 28.5968
19900 28.6001
20000 28.6121
20100 28.6313
20200 28.6391
20300 28.6429
20400 28.6364
20500 28.6449
20600 28.6516
20700 28.6655
20800 28.6688
20900 28.6651
21000 28.667
21100 28.6701
21200 28.6739
