# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_12_10_seed3[4]
0 2.52435e-28
100 0.491801
200 1.0841
300 1.54862
400 1.98988
500 2.35877
600 2.66695
700 3.00983
800 3.28299
900 3.61162
1000 3.95135
1100 4.23492
1200 4.55626
1300 4.81486
1400 5.08103
1500 5.35721
1600 5.54381
1700 5.73706
1800 5.94421
1900 6.25973
2000 6.53793
2100 6.70791
2200 6.92698
2300 7.18128
2400 7.40816
2500 7.6164
2600 7.82163
2700 8.02641
2800 8.22133
2900 8.39076
3000 8.5628
3100 8.67223
3200 8.83909
3300 9.06997
3400 9.25689
3500 9.39426
3600 9.43522
3700 9.59626
3800 9.84626
3900 10.0064
4000 10.1244
4100 10.2206
4200 10.3353
4300 10.4043
4400 10.5264
4500 10.7002
4600 10.8518
4700 11.0187
4800 11.1745
4900 11.2867
5000 11.4231
5100 11.5803
5200 11.8203
5300 12.0073
5400 12.1346
5500 12.2485
5600 12.4777
5700 12.8191
5800 13.0649
5900 13.2378
6000 13.3814
6100 13.5294
6200 13.9006
6300 14.2209
6400 14.3731
6500 14.5314
6600 14.7035
6700 14.8772
6800 15.0793
6900 15.2319
7000 15.5212
7100 15.819
7200 16.0014
7300 16.1051
7400 16.1628
7500 16.2114
7600 16.1877
7700 16.1593
7800 16.2377
7900 16.2423
8000 16.3381
8100 16.4164
8200 16.6321
8300 16.8762
8400 16.9525
8500 16.9771
8600 17.066
8700 17.2705
8800 17.3978
8900 17.4471
9000 17.5037
9100 17.5552
9200 17.6454
9300 17.8179
9400 17.9543
9500 18.0698
9600 18.2043
9700 18.3344
9800 18.3779
9900 18.5403
10000 18.6176
10100 18.6155
10200 18.812
10300 18.8671
10400 18.8437
10500 18.8182
10600 18.9275
10700 18.9818
10800 19.1745
10900 19.2692
11000 19.3809
11100 19.4879
11200 19.5959
11300 19.7921
11400 19.9032
11500 20.0439
11600 20.2075
11700 20.3388
11800 20.4855
11900 20.5745
12000 20.7607
12100 21.1259
12200 21.3226
12300 21.6104
12400 21.7495
12500 21.9497
12600 22.0719
12700 22.2373
12800 22.3858
12900 22.5255
13000 22.7021
13100 22.7866
13200 22.6862
13300 22.6968
13400 22.8207
13500 23.0368
13600 23.3105
13700 23.4794
13800 23.5932
13900 23.8156
14000 24.0774
14100 24.3601
14200 24.4388
14300 24.4502
14400 24.6111
14500 24.7584
14600 24.8008
14700 24.8859
14800 24.9618
14900 24.9545
15000 24.9519
15100 25.0674
15200 25.0333
15300 25.0574
15400 25.1292
15500 25.2338
