# Time-averaged data for fix msd_avg_B
# TimeStep c_msd_B[4]
34800 58.2712
34900 58.2482
35000 58.1193
35100 57.8984
35200 57.6371
35300 57.5784
35400 57.6454
35500 57.3303
35600 57.137
35700 57.0815
35800 57.0484
35900 57.1092
36000 57.0978
36100 56.9242
36200 56.588
36300 56.4068
36400 56.5556
36500 56.5059
36600 56.364
36700 56.3794
36800 56.3111
36900 56.2693
37000 56.4301
37100 56.4685
37200 56.4114
37300 56.4569
37400 56.9256
37500 57.0273
37600 57.2583
37700 57.339
37800 57.2207
37900 56.9272
38000 56.7866
38100 56.5086
38200 56.139
38300 55.8434
38400 56.1444
38500 56.3553
38600 56.5411
38700 56.5333
38800 56.5437
38900 56.5664
39000 56.5542
39100 56.6789
39200 56.3438
39300 56.0153
39400 56.0362
39500 56.0161
39600 55.8681
39700 55.6354
39800 55.697
39900 56.087
40000 56.3317
40100 56.3665
40200 56.2437
40300 56.3644
40400 56.6161
40500 56.653
40600 56.8287
40700 56.9275
40800 56.9578
40900 56.8777
41000 56.9488
41100 57.0376
41200 57.0672
41300 57.1402
41400 56.9647
41500 57.0902
41600 57.2935
41700 57.5026
41800 57.6675
41900 57.7566
42000 57.6207
42100 57.5662
42200 57.4347
42300 57.291
42400 57.1129
42500 56.9956
42600 57.0166
42700 57.0097
42800 57.2503
42900 57.2669
43000 57.0962
43100 56.8068
43200 56.7347
43300 56.4557
43400 56.4152
43500 56.619
43600 57.0138
43700 57.0531
43800 56.7853
43900 56.6944
44000 56.6062
44100 56.6709
44200 56.6946
44300 56.7721
44400 57.118
44500 57.2662
44600 57.4501
44700 57.416
44800 57.2491
44900 57.1902
45000 56.8606
45100 56.7568
45200 56.7961
45300 57.0139
45400 57.1363
45500 57.1301
45600 57.3162
45700 57.3802
45800 57.5124
45900 57.5682
46000 57.5367
46100 57.6831
46200 57.597
46300 57.6655
46400 57.5558
46500 57.4166
46600 57.2557
46700 57.204
46800 57.4606
46900 57.6401
47000 57.6839
47100 57.7914
47200 57.7532
47300 57.7173
47400 58.0077
47500 58.1195
47600 58.012
47700 58.0116
47800 57.9112
47900 57.8938
48000 58.0849
48100 58.2076
48200 58.1941
48300 58.1426
48400 58.1979
48500 58.3243
48600 58.4953
48700 58.7421
48800 58.6815
48900 58.9291
49000 59.1738
49100 59.4534
49200 59.5132
49300 59.3997
49400 59.3873
49500 59.5895
49600 59.5811
49700 59.6758
49800 59.7189
49900 59.9175
50000 59.9522
50100 59.9074
50200 59.8022
50300 59.6233
50400 59.473
50500 59.6175
50600 59.578
50700 59.6956
50800 59.9014
50900 59.7177
51000 59.7223
51100 59.7197
51200 59.7828
51300 59.7982
51400 59.6728
51500 59.8051
51600 59.87
51700 59.8897
51800 60.266
51900 60.6429
52000 60.9361
52100 60.8191
52200 60.4355
52300 60.607
52400 60.7434
52500 60.5597
52600 60.238
52700 59.9625
52800 59.8246
52900 59.8782
53000 60.056
53100 59.8578
53200 59.7485
53300 59.8924
53400 60.161
53500 60.4697
53600 60.4876
53700 60.499
53800 60.388
53900 60.4063
54000 60.421
54100 60.6776
54200 60.8744
54300 61.0305
54400 60.9131
54500 60.4222
54600 60.0125
54700 59.8211
54800 59.8282
54900 60.0719
55000 60.0893
55100 59.8139
55200 59.954
55300 60.1715
55400 60.1826
55500 60.48
55600 60.7528
55700 60.9321
55800 61.2389
55900 61.5314
56000 61.7868
56100 61.7037
56200 61.6299
56300 61.7065
56400 62.0655
56500 62.3573
56600 62.64
56700 62.9849
56800 63.2556
56900 63.5466
57000 63.7991
57100 63.9141
57200 63.9695
57300 64.0349
57400 64.2573
57500 64.15
57600 64.1901
57700 64.1607
57800 64.3789
57900 64.3757
58000 64.3102
58100 64.426
58200 64.7495
58300 64.8344
58400 64.9133
58500 65.1881
58600 65.3952
58700 65.5567
58800 65.4701
58900 65.4106
59000 65.3793
59100 65.4365
59200 65.7401
59300 65.7759
59400 65.4216
59500 65.0446
59600 64.9016
59700 64.8345
59800 64.651
59900 64.3635
60000 64.2158
60100 64.0766
60200 63.9959
60300 63.9547
60400 64.0541
60500 64.1046
60600 64.3953
60700 64.6638
60800 64.5977
60900 64.3982
61000 64.2492
61100 64.3351
61200 64.3579
61300 64.5717
61400 64.5517
61500 64.6375
61600 64.8099
61700 65.3237
61800 65.733
61900 65.6915
62000 65.7335
62100 65.8511
62200 66.1447
62300 66.5522
62400 66.8586
62500 66.8014
62600 66.9159
62700 66.8726
62800 66.9718
62900 67.0111
63000 66.9435
63100 66.8255
63200 67.1108
63300 67.1369
63400 67.053
63500 67.1999
63600 67.2256
63700 67.3535
63800 67.1812
63900 67.0468
64000 66.5995
64100 66.6683
64200 66.7155
64300 66.834
64400 67.093
64500 67.2459
64600 67.3746
64700 67.6107
64800 67.7886
64900 67.7227
65000 67.8229
65100 68.0868
65200 67.8666
65300 67.8183
65400 67.847
65500 67.7316
65600 67.6501
65700 67.7486
65800 67.8889
65900 67.953
66000 68.0886
66100 68.4479
66200 68.7748
66300 69.2515
66400 69.363
66500 69.0718
66600 68.7461
66700 68.3856
66800 68.0626
66900 67.6697
67000 67.4609
67100 67.5407
67200 67.4591
67300 67.7043
67400 67.7216
67500 67.7934
67600 67.7955
67700 67.8294
67800 68.2277
67900 68.5731
68000 68.7394
68100 68.5637
68200 68.4709
68300 68.299
68400 68.195
68500 67.9154
68600 67.8294
68700 67.6756
68800 67.4302
68900 67.5171
69000 67.492
69100 67.0945
69200 67.0209
69300 67.1884
69400 67.197
69500 66.9024
69600 66.6623
69700 66.3134
69800 66.1129
69900 66.1309
70000 65.8705
70100 65.5927
70200 65.4519
70300 65.537
70400 65.5466
70500 65.1581
70600 65.1685
70700 65.0503
70800 64.7393
70900 64.6572
71000 64.547
71100 64.4858
71200 64.4547
71300 64.3338
71400 64.1138
71500 64.0453
71600 64.3034
71700 64.2362
71800 64.1853
71900 63.9933
72000 63.7559
72100 63.582
72200 63.5646
72300 63.6471
72400 63.6523
72500 63.5193
72600 63.5293
72700 63.4356
72800 63.0232
72900 62.7678
73000 62.7831
73100 62.6798
73200 62.2716
73300 61.9936
73400 61.8519
73500 61.5006
73600 61.3727
73700 61.5018
73800 61.506
73900 61.5654
74000 61.3445
74100 61.4083
74200 61.5948
74300 61.5938
74400 61.3226
74500 60.8262
74600 60.4963
74700 60.2735
74800 60.0449
74900 59.5951
75000 59.1837
75100 58.9834
75200 58.8558
75300 58.5152
75400 58.1087
75500 57.9879
75600 57.5129
75700 57.2435
75800 57.1918
75900 57.2421
76000 57.0046
76100 56.8716
76200 56.8044
76300 56.9954
76400 56.8538
76500 56.7523
76600 56.7225
76700 56.9868
76800 56.946
76900 56.8887
77000 57.1685
77100 57.2924
77200 57.4669
77300 57.5176
77400 57.6893
77500 57.7587
77600 57.8872
77700 57.84
77800 57.7718
77900 57.8087
78000 57.8557
78100 57.8983
78200 57.9105
78300 57.6575
78400 57.2306
78500 57.0873
78600 56.9885
78700 56.8767
78800 56.7713
78900 56.6399
79000 56.5799
79100 56.4575
79200 56.3417
79300 56.162
79400 56.2859
79500 56.2917
79600 56.2391
79700 56.1912
79800 56.1818
79900 56.1943
80000 55.9142
80100 55.7998
80200 55.7877
80300 55.7263
80400 55.5756
80500 55.3939
80600 55.344
80700 55.4282
80800 55.4293
80900 55.3281
81000 55.4638
81100 55.8371
81200 56.1798
81300 56.1126
81400 55.9944
81500 55.8609
81600 56.0105
81700 56.0925
81800 56.1782
81900 55.9013
82000 55.8726
82100 55.7315
82200 55.8654
82300 56.0272
82400 56.2413
82500 56.2165
82600 56.2654
82700 56.1937
82800 56.5139
82900 56.657
83000 56.6913
83100 56.7061
83200 56.7333
83300 56.2547
83400 55.9186
83500 55.9015
83600 55.8313
83700 55.7817
83800 55.7799
83900 55.7395
84000 55.7022
84100 55.7527
84200 55.7961
84300 55.8269
84400 55.6005
84500 55.8619
84600 56.0855
84700 56.2235
84800 56.3106
84900 56.2908
85000 56.1532
85100 55.9884
85200 56.0032
85300 56.2704
85400 56.5645
85500 56.5757
85600 56.6897
85700 56.4775
85800 56.478
85900 56.4787
86000 56.4122
86100 56.3106
86200 56.0875
86300 56.1335
86400 55.9885
86500 56.1267
86600 56.5115
86700 56.6029
86800 56.4255
86900 56.3537
87000 56.3443
87100 56.6972
87200 56.9243
87300 57.0184
87400 56.9045
87500 57.2075
87600 57.3039
87700 57.4766
87800 57.5622
87900 57.5245
88000 57.4947
88100 57.3764
88200 57.0358
88300 56.819
88400 56.8458
88500 56.948
88600 56.8985
88700 56.9206
88800 57.1716
88900 57.239
89000 57.24
89100 57.5474
89200 57.575
89300 57.5446
89400 57.7188
89500 57.9438
89600 58.1726
89700 58.2385
89800 58.204
89900 58.1274
90000 58.2057
90100 58.6371
90200 58.9118
90300 58.8172
90400 58.9514
90500 58.975
90600 59.4582
90700 59.697
90800 59.793
90900 59.7599
91000 59.5332
91100 59.2825
91200 59.4617
91300 59.6321
91400 59.8909
91500 59.9562
91600 59.9084
91700 59.8832
91800 59.7023
91900 59.8332
92000 60.0008
92100 59.9285
92200 59.8743
92300 59.681
92400 59.645
92500 59.2583
92600 58.9841
92700 58.7259
92800 58.7316
92900 58.5047
93000 58.6702
93100 58.6895
93200 58.9054
93300 58.9668
93400 59.1877
93500 59.4143
93600 59.7527
93700 60.0767
93800 60.264
93900 60.2936
94000 60.4929
94100 60.756
94200 60.9652
94300 60.9145
94400 60.726
94500 60.8217
94600 60.9239
94700 60.7512
94800 60.6785
94900 60.8045
95000 60.7029
95100 60.5404
95200 60.4675
95300 60.5972
95400 60.6401
95500 60.5334
95600 60.652
95700 61.1518
95800 61.5204
95900 61.5524
96000 61.4789
96100 61.5662
96200 61.6826
96300 61.7339
96400 61.829
96500 62.202
96600 62.5234
96700 62.7332
96800 62.9271
96900 62.9488
97000 62.9044
97100 63.0272
97200 63.3498
97300 63.4763
97400 63.6631
97500 63.5845
97600 63.416
97700 63.4306
97800 63.6715
97900 63.9849
98000 64.0378
98100 64.2521
98200 64.2366
98300 64.3364
98400 64.3032
98500 64.6549
98600 64.6364
98700 64.5562
98800 64.6434
98900 64.8164
99000 64.9797
99100 65.003
99200 64.8273
99300 64.5321
99400 64.3455
99500 64.0808
99600 63.8218
99700 63.6962
99800 63.7243
99900 63.7997
100000 63.7847
