LAMMPS data file for polymer chains

600 atoms
540 bonds

2 atom types
1 bond types

0.0 32.0 xlo xhi
0.0 32.0 ylo yhi
0.0 32.0 zlo zhi

Masses

1 1.0  # Type A
2 1.0  # Type B

Atoms # molecular

1 1 1 0.000 0.000 0.000
2 1 1 0.000 0.000 1.280
3 1 1 0.000 0.000 2.560
4 1 1 0.000 0.000 3.840
5 1 1 0.000 0.000 5.120
6 1 1 0.000 0.000 6.400
7 1 1 0.000 0.000 7.680
8 1 1 0.000 0.000 8.960
9 1 1 0.000 0.000 10.240
10 1 1 0.000 0.000 11.520
11 2 1 5.079 0.000 0.000
12 2 1 5.079 0.000 1.280
13 2 1 5.079 0.000 2.560
14 2 1 5.079 0.000 3.840
15 2 1 5.079 0.000 5.120
16 2 1 5.079 0.000 6.400
17 2 1 5.079 0.000 7.680
18 2 1 5.079 0.000 8.960
19 2 1 5.079 0.000 10.240
20 2 1 5.079 0.000 11.520
21 3 1 10.159 0.000 0.000
22 3 1 10.159 0.000 1.280
23 3 1 10.159 0.000 2.560
24 3 1 10.159 0.000 3.840
25 3 1 10.159 0.000 5.120
26 3 1 10.159 0.000 6.400
27 3 1 10.159 0.000 7.680
28 3 1 10.159 0.000 8.960
29 3 1 10.159 0.000 10.240
30 3 1 10.159 0.000 11.520
31 4 1 15.238 0.000 0.000
32 4 1 15.238 0.000 1.280
33 4 1 15.238 0.000 2.560
34 4 1 15.238 0.000 3.840
35 4 1 15.238 0.000 5.120
36 4 1 15.238 0.000 6.400
37 4 1 15.238 0.000 7.680
38 4 1 15.238 0.000 8.960
39 4 1 15.238 0.000 10.240
40 4 1 15.238 0.000 11.520
41 5 1 20.317 0.000 0.000
42 5 1 20.317 0.000 1.280
43 5 1 20.317 0.000 2.560
44 5 1 20.317 0.000 3.840
45 5 1 20.317 0.000 5.120
46 5 1 20.317 0.000 6.400
47 5 1 20.317 0.000 7.680
48 5 1 20.317 0.000 8.960
49 5 1 20.317 0.000 10.240
50 5 1 20.317 0.000 11.520
51 6 1 25.397 0.000 0.000
52 6 1 25.397 0.000 1.280
53 6 1 25.397 0.000 2.560
54 6 1 25.397 0.000 3.840
55 6 1 25.397 0.000 5.120
