# Time-averaged data for fix coulombic_energy
# TimeStep c_pe_coul c_pe_pair c_qtotal
86800 -247.498 -7887.28 0
86900 -248.872 -7862.02 0
87000 -249.617 -7824.89 0
87100 -249.428 -7886.47 0
87200 -249.7 -7834.36 0
87300 -250.319 -7866.32 0
87400 -248.809 -7889.43 0
87500 -247.741 -7926.54 0
87600 -248.518 -7912.27 0
87700 -248.736 -7938.37 0
87800 -249.804 -7954.86 0
87900 -248.871 -7872.91 0
88000 -247.079 -7826.11 0
88100 -247.94 -7866.61 0
88200 -246.94 -7901.55 0
88300 -246.598 -7911.82 0
88400 -247.183 -7885.87 0
88500 -246.651 -7835.22 0
88600 -247.996 -7915.64 0
88700 -247.569 -7879.09 0
88800 -246.848 -7874.33 0
88900 -248.367 -7918.6 0
89000 -248.122 -7915.32 0
89100 -248.109 -7907.59 0
89200 -248.765 -7937.65 0
89300 -249.627 -7921.76 0
89400 -247.65 -7851.29 0
89500 -247.237 -7880.39 0
89600 -246.952 -7852.37 0
89700 -247.278 -7904.59 0
89800 -247.146 -7940.66 0
89900 -244.651 -7891.53 0
90000 -245.63 -7815.14 0
90100 -247.224 -7852.52 0
90200 -247.796 -7887.78 0
90300 -248.426 -7917.68 0
90400 -249.433 -7974.64 0
90500 -248.334 -7922.51 0
90600 -248.185 -7788.7 0
90700 -248.462 -7855.83 0
90800 -247.965 -7902.62 0
90900 -247.209 -7884.52 0
91000 -246.704 -7875.44 0
91100 -248.418 -7941.05 0
91200 -249.196 -7901.34 0
91300 -246.729 -7945.94 0
91400 -248.126 -7919.23 0
91500 -247.157 -7915.32 0
91600 -246.58 -7972.53 0
91700 -245.355 -7954.8 0
91800 -248.048 -7924.75 0
91900 -248.143 -7829.06 0
92000 -248.565 -7899.73 0
92100 -248.311 -7849.66 0
92200 -247.751 -7812.29 0
92300 -247.369 -7890.82 0
92400 -248.937 -7922.46 0
92500 -247.119 -7856.78 0
92600 -249.342 -7870.14 0
92700 -249.689 -7901.72 0
92800 -250.103 -7957.67 0
92900 -249.943 -7962.59 0
93000 -251.132 -7908.35 0
93100 -251.934 -7874.58 0
93200 -250.651 -7924.97 0
93300 -249.804 -7914.51 0
93400 -249.01 -7873.94 0
93500 -249.824 -7897.08 0
93600 -248.971 -7916.76 0
93700 -248.733 -7903.12 0
93800 -248.329 -7925.63 0
93900 -247.435 -7860.47 0
94000 -249.787 -7888.82 0
94100 -249.821 -7950.68 0
94200 -248.645 -7945.01 0
94300 -246.696 -7936.19 0
94400 -247.203 -7999.64 0
94500 -247.16 -7939.34 0
94600 -248.663 -7924.98 0
94700 -247.429 -7905.8 0
94800 -245.84 -7825.68 0
94900 -246.644 -7867.01 0
95000 -246.781 -7923.43 0
95100 -246.549 -7958.68 0
95200 -245.928 -7891.18 0
95300 -246.843 -7899.99 0
95400 -247.205 -7918.14 0
95500 -247.749 -7907.24 0
95600 -248.604 -7827.81 0
95700 -247.528 -7850.48 0
95800 -248.279 -7933.77 0
95900 -248.923 -7955.3 0
96000 -250.131 -7924.41 0
96100 -248.908 -7926.03 0
96200 -250.389 -7895.15 0
96300 -248.702 -7876.88 0
96400 -248.481 -7935.76 0
96500 -248.442 -7924.53 0
96600 -247.728 -7918.19 0
96700 -247.928 -7865.62 0
96800 -248.913 -7911.44 0
96900 -247.616 -7942.21 0
97000 -248.086 -7955.13 0
97100 -245.116 -7907.1 0
97200 -245.747 -7861.74 0
97300 -245.95 -7825.54 0
97400 -245.75 -7887.34 0
97500 -246.134 -7926.24 0
97600 -247.653 -7917.12 0
97700 -247.714 -7925.9 0
97800 -248.236 -7935.31 0
97900 -246.73 -7887.67 0
98000 -246.593 -7875.36 0
98100 -247.781 -7908.85 0
98200 -249.51 -7883.96 0
98300 -249.582 -7888.8 0
98400 -248.108 -7929.5 0
98500 -247.444 -7942.74 0
98600 -249.604 -7844.86 0
98700 -248.881 -7844.76 0
98800 -250.144 -7856.86 0
98900 -250.033 -7824 0
99000 -249.023 -7866.74 0
99100 -248.934 -7904.62 0
99200 -247.831 -7889.16 0
99300 -249.417 -7864.66 0
99400 -249.085 -7872.9 0
99500 -249.631 -7912.29 0
99600 -249.512 -7892.85 0
99700 -248.807 -7890.82 0
99800 -248.011 -7851.41 0
99900 -248.677 -7852.35 0
100000 -249.95 -7861.52 0
