# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 23.1223
100 23.1334
200 23.1367
300 23.1539
400 23.1619
500 23.1634
600 23.161
700 23.1692
800 23.1671
900 23.1595
1000 23.1467
1100 23.1395
1200 23.1338
1300 23.1347
1400 23.1289
1500 23.1359
1600 23.1322
1700 23.1427
1800 23.1368
1900 23.1479
2000 23.1531
2100 23.1618
2200 23.1681
2300 23.1735
2400 23.1739
2500 23.1872
2600 23.1906
2700 23.1877
2800 23.1877
2900 23.1744
3000 23.1801
3100 23.1961
3200 23.1941
3300 23.1739
3400 23.1612
3500 23.1691
3600 23.1729
3700 23.1784
3800 23.1864
3900 23.2077
4000 23.2119
4100 23.2307
4200 23.229
4300 23.2293
4400 23.231
4500 23.2337
4600 23.2352
4700 23.2493
4800 23.269
4900 23.2819
5000 23.2861
5100 23.2827
5200 23.288
5300 23.2797
5400 23.2676
5500 23.262
5600 23.2489
5700 23.2552
5800 23.2666
5900 23.2895
6000 23.3068
6100 23.3157
6200 23.3317
6300 23.3341
6400 23.3159
6500 23.3101
6600 23.3182
6700 23.3304
6800 23.3393
6900 23.3407
7000 23.3471
7100 23.3537
7200 23.3787
7300 23.3884
7400 23.401
7500 23.4184
7600 23.4469
7700 23.4725
7800 23.4925
7900 23.494
8000 23.5032
8100 23.5029
8200 23.4986
8300 23.4916
8400 23.4994
8500 23.5206
8600 23.5464
8700 23.5771
8800 23.599
8900 23.6047
9000 23.6006
9100 23.5995
9200 23.5994
9300 23.6161
9400 23.6127
9500 23.6133
9600 23.6157
9700 23.6139
9800 23.6097
9900 23.5933
10000 23.5829
10100 23.5739
10200 23.5727
10300 23.5687
10400 23.5586
10500 23.5455
10600 23.5333
10700 23.5389
10800 23.5353
10900 23.5306
11000 23.5206
11100 23.5274
11200 23.5229
11300 23.5183
11400 23.5249
11500 23.5343
11600 23.5178
11700 23.5086
11800 23.5073
11900 23.5075
12000 23.5036
12100 23.4898
12200 23.4899
12300 23.4986
12400 23.5006
12500 23.5053
12600 23.5175
12700 23.5113
12800 23.5242
12900 23.5305
13000 23.5199
13100 23.5216
13200 23.5184
13300 23.5244
13400 23.5305
13500 23.5326
13600 23.5425
13700 23.5426
13800 23.548
13900 23.5612
14000 23.5803
14100 23.5793
14200 23.5902
14300 23.602
14400 23.6135
14500 23.6153
14600 23.6116
14700 23.6062
14800 23.6024
14900 23.5958
15000 23.5924
15100 23.6013
15200 23.6137
15300 23.6173
15400 23.6181
15500 23.6277
15600 23.633
15700 23.6426
15800 23.6618
15900 23.6596
16000 23.6661
16100 23.6689
16200 23.6697
16300 23.6741
16400 23.6984
16500 23.7028
16600 23.7194
16700 23.7321
16800 23.7277
16900 23.7231
17000 23.7166
17100 23.6975
17200 23.691
17300 23.6805
17400 23.6791
17500 23.661
17600 23.643
17700 23.6441
17800 23.6367
17900 23.6383
18000 23.6493
18100 23.6719
18200 23.6931
18300 23.6994
18400 23.6884
18500 23.6829
18600 23.6789
18700 23.6748
18800 23.6641
18900 23.6554
19000 23.6532
19100 23.6483
19200 23.6445
19300 23.653
19400 23.6562
19500 23.6489
19600 23.6616
19700 23.6674
19800 23.6638
19900 23.6585
20000 23.6653
20100 23.6741
20200 23.6924
20300 23.6968
20400 23.704
20500 23.7238
20600 23.7304
20700 23.7381
20800 23.748
20900 23.7464
21000 23.7637
21100 23.7678
21200 23.7634
21300 23.7688
21400 23.7742
21500 23.7915
21600 23.7931
21700 23.8124
21800 23.8346
21900 23.8397
22000 23.8475
22100 23.8669
22200 23.8923
22300 23.922
22400 23.925
22500 23.9151
22600 23.9139
22700 23.9216
22800 23.9297
22900 23.9117
23000 23.9103
23100 23.9028
23200 23.8828
23300 23.8642
23400 23.8608
23500 23.849
23600 23.8561
23700 23.8719
23800 23.8853
23900 23.8935
24000 23.9007
24100 23.8993
24200 23.8997
24300 23.9075
24400 23.9036
24500 23.899
24600 23.9116
24700 23.9169
24800 23.932
24900 23.9427
25000 23.9601
25100 23.9635
25200 23.9735
25300 23.9861
25400 23.9931
25500 23.9889
25600 23.997
25700 23.993
25800 23.9708
25900 23.971
26000 23.9772
26100 23.9772
26200 23.9715
26300 23.9685
26400 23.9465
26500 23.9311
26600 23.9452
26700 23.9508
26800 23.9595
26900 23.968
27000 23.9849
27100 23.9852
27200 23.9952
27300 23.994
27400 23.9933
27500 24.0075
27600 24.0278
27700 24.0414
27800 24.0521
27900 24.0484
28000 24.0393
28100 24.034
28200 24.0402
