# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 20.4745
100 20.4885
200 20.5072
300 20.5057
400 20.5094
500 20.5138
600 20.5061
700 20.507
800 20.501
900 20.4956
1000 20.49
1100 20.4862
1200 20.4978
1300 20.5135
1400 20.5428
1500 20.562
1600 20.5897
1700 20.6106
1800 20.6215
1900 20.6233
2000 20.6217
2100 20.6297
2200 20.6409
2300 20.6512
2400 20.6583
2500 20.6607
2600 20.6659
2700 20.6761
2800 20.6853
2900 20.6904
3000 20.7022
3100 20.7205
3200 20.7336
3300 20.7372
3400 20.7342
3500 20.7378
3600 20.7407
3700 20.7423
3800 20.7591
3900 20.7607
4000 20.7724
4100 20.7832
4200 20.7984
4300 20.8078
4400 20.8097
4500 20.8211
4600 20.8337
4700 20.8332
4800 20.8223
4900 20.8239
5000 20.8388
5100 20.8574
5200 20.8668
5300 20.8542
5400 20.8422
5500 20.837
5600 20.8333
5700 20.8406
5800 20.8326
5900 20.8183
6000 20.8155
6100 20.814
6200 20.8141
6300 20.8105
6400 20.7955
6500 20.8027
6600 20.8021
6700 20.8096
6800 20.8155
6900 20.8197
7000 20.8184
7100 20.8324
7200 20.8298
7300 20.822
7400 20.8134
7500 20.8088
7600 20.8066
7700 20.8002
7800 20.7884
7900 20.7881
8000 20.7938
8100 20.7881
8200 20.7852
8300 20.8009
8400 20.8031
8500 20.7992
8600 20.7938
8700 20.7785
8800 20.7738
8900 20.7693
9000 20.7748
9100 20.7591
9200 20.7698
9300 20.7718
9400 20.7817
9500 20.7888
9600 20.7915
9700 20.7917
9800 20.7887
9900 20.7995
10000 20.8195
10100 20.8416
10200 20.8603
10300 20.8809
10400 20.8935
10500 20.8962
10600 20.8973
10700 20.9079
10800 20.9158
10900 20.9268
11000 20.9409
11100 20.9434
11200 20.9439
11300 20.9581
11400 20.9741
11500 20.9679
11600 20.9765
11700 20.9957
11800 21.0005
11900 21.0163
12000 21.0383
12100 21.0502
12200 21.0615
12300 21.0606
12400 21.067
12500 21.067
12600 21.077
12700 21.0952
12800 21.1123
12900 21.1197
13000 21.1233
13100 21.1251
13200 21.1271
13300 21.1283
13400 21.1314
13500 21.1363
13600 21.143
13700 21.1422
13800 21.1449
13900 21.1554
14000 21.1513
14100 21.1339
14200 21.1322
14300 21.1325
14400 21.1358
14500 21.1283
14600 21.112
14700 21.1143
14800 21.1227
14900 21.1321
15000 21.1399
15100 21.1432
15200 21.1338
15300 21.132
15400 21.1311
15500 21.1211
15600 21.1174
15700 21.1254
15800 21.126
15900 21.1286
16000 21.1209
16100 21.1277
16200 21.1412
16300 21.1465
16400 21.1487
16500 21.1583
16600 21.1828
16700 21.175
16800 21.1788
16900 21.1793
17000 21.1911
17100 21.1934
17200 21.1915
17300 21.1882
17400 21.1859
17500 21.1908
17600 21.1958
17700 21.1954
17800 21.2027
17900 21.1981
18000 21.1993
18100 21.2059
18200 21.2167
18300 21.2176
18400 21.2168
18500 21.221
18600 21.2275
18700 21.2179
18800 21.2095
18900 21.2124
19000 21.1977
19100 21.1963
19200 21.2002
19300 21.1917
19400 21.1907
19500 21.1988
19600 21.2043
19700 21.2057
19800 21.1954
19900 21.1892
20000 21.1973
20100 21.2103
20200 21.2146
20300 21.2113
20400 21.2005
20500 21.1881
20600 21.1838
20700 21.1839
20800 21.1754
20900 21.1687
21000 21.1883
21100 21.1839
21200 21.1773
21300 21.1754
21400 21.1676
21500 21.1522
21600 21.15
21700 21.1436
21800 21.1368
21900 21.1353
22000 21.146
22100 21.1626
22200 21.1603
22300 21.1613
22400 21.1719
22500 21.1741
22600 21.1826
22700 21.1832
22800 21.19
22900 21.1911
23000 21.1899
23100 21.1998
23200 21.1941
23300 21.1829
23400 21.1806
23500 21.1778
23600 21.173
23700 21.1704
23800 21.1719
23900 21.1794
24000 21.1956
24100 21.2142
24200 21.2187
24300 21.2314
24400 21.255
24500 21.2863
24600 21.313
24700 21.3191
24800 21.3296
24900 21.3428
25000 21.366
25100 21.3787
25200 21.3853
25300 21.3793
25400 21.3755
25500 21.3799
25600 21.3916
25700 21.3934
25800 21.3934
25900 21.4025
26000 21.4035
26100 21.392
26200 21.3661
26300 21.3612
26400 21.3682
26500 21.3824
26600 21.382
26700 21.3948
26800 21.4228
26900 21.437
27000 21.4494
27100 21.4467
27200 21.4576
27300 21.4622
27400 21.4569
27500 21.4353
27600 21.4236
27700 21.4145
27800 21.3999
27900 21.4015
28000 21.4043
28100 21.4103
28200 21.4153
28300 21.4181
28400 21.4268
28500 21.4397
28600 21.4647
28700 21.4647
28800 21.473
28900 21.4731
29000 21.4747
29100 21.4789
29200 21.4727
29300 21.4699
29400 21.4866
29500 21.5014
29600 21.519
29700 21.5335
29800 21.5496
29900 21.5545
30000 21.5626
30100 21.5513
30200 21.5384
30300 21.5268
30400 21.5314
30500 21.5506
30600 21.558
30700 21.5538
30800 21.5639
30900 21.5723
31000 21.5862
31100 21.5994
31200 21.5879
31300 21.5874
31400 21.5954
31500 21.5938
31600 21.6108
31700 21.6113
31800 21.6131
31900 21.6281
32000 21.6307
32100 21.6344
32200 21.6386
32300 21.6579
32400 21.6678
32500 21.6944
32600 21.7041
32700 21.7197
32800 21.7301
32900 21.7336
33000 21.7466
33100 21.7573
33200 21.7741
33300 21.7917
33400 21.7842
33500 21.7879
33600 21.7778
33700 21.7787
33800 21.7874
33900 21.783
34000 21.7767
34100 21.7621
34200 21.7488
34300 21.7621
34400 21.7733
34500 21.7758
34600 21.7822
34700 21.7961
34800 21.7957
34900 21.8128
35000 21.8199
35100 21.8279
35200 21.8534
35300 21.8535
35400 21.8602
35500 21.8681
35600 21.8761
35700 21.8674
35800 21.8635
35900 21.851
36000 21.8495
36100 21.8557
36200 21.8583
36300 21.8651
36400 21.8739
36500 21.8622
36600 21.8605
36700 21.8622
36800 21.8794
36900 21.8978
37000 21.9195
37100 21.9171
37200 21.9237
37300 21.9316
37400 21.9401
37500 21.9475
37600 21.9678
37700 21.9769
37800 21.9753
37900 21.9747
38000 21.9838
38100 21.9904
38200 21.994
38300 21.9901
38400 21.9943
38500 21.9969
38600 22.0141
38700 22.0278
38800 22.0366
38900 22.0382
39000 22.0352
39100 22.0174
39200 22.0232
39300 22.0214
39400 22.0362
39500 22.0528
39600 22.054
39700 22.0591
39800 22.0686
39900 22.0741
40000 22.0788
40100 22.0953
40200 22.1036
40300 22.1116
40400 22.1155
40500 22.1291
40600 22.1379
40700 22.1335
40800 22.1376
40900 22.1529
41000 22.167
41100 22.173
41200 22.1591
41300 22.1685
41400 22.1817
41500 22.1929
41600 22.1962
41700 22.1922
41800 22.2031
41900 22.2076
42000 22.2159
42100 22.2219
42200 22.2334
42300 22.2476
42400 22.2592
42500 22.2688
42600 22.285
42700 22.2802
42800 22.2788
42900 22.2753
43000 22.2751
43100 22.2785
43200 22.2734
43300 22.2602
43400 22.2534
43500 22.253
43600 22.2635
43700 22.2668
43800 22.2707
43900 22.272
44000 22.2816
44100 22.2985
44200 22.306
44300 22.3208
44400 22.3244
