# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 19.8331
100 19.8203
200 19.8143
300 19.805
400 19.8079
500 19.8144
600 19.8138
700 19.8207
800 19.8371
900 19.8341
1000 19.8309
1100 19.8399
1200 19.8405
1300 19.8369
1400 19.8371
1500 19.8304
1600 19.8265
1700 19.8279
1800 19.8372
1900 19.8532
2000 19.8604
2100 19.8609
2200 19.8761
2300 19.8848
2400 19.8941
2500 19.8991
2600 19.9119
2700 19.9226
2800 19.9451
2900 19.9482
3000 19.9536
3100 19.9525
3200 19.9479
3300 19.9376
3400 19.9331
3500 19.9383
3600 19.9368
3700 19.937
3800 19.9296
3900 19.9311
4000 19.9538
4100 19.9585
4200 19.965
4300 19.9675
4400 19.9606
4500 19.9561
4600 19.9473
4700 19.9524
4800 19.9601
4900 19.9659
5000 19.9869
5100 20.0041
5200 20.0182
5300 20.0336
5400 20.0358
5500 20.0511
5600 20.0564
5700 20.0686
5800 20.0953
5900 20.1085
6000 20.1232
6100 20.1166
6200 20.1048
6300 20.1027
6400 20.1087
6500 20.11
6600 20.1075
6700 20.1209
6800 20.1241
6900 20.1333
7000 20.1326
7100 20.1216
7200 20.1211
7300 20.1213
7400 20.1266
7500 20.1428
7600 20.1607
7700 20.1756
7800 20.177
7900 20.1763
8000 20.1821
8100 20.1761
8200 20.1566
8300 20.1621
8400 20.154
8500 20.1715
8600 20.1795
8700 20.1893
8800 20.1995
8900 20.212
9000 20.2179
9100 20.218
9200 20.2109
9300 20.193
9400 20.1764
9500 20.1638
9600 20.1628
9700 20.164
9800 20.1628
9900 20.1538
10000 20.1611
10100 20.1708
10200 20.1704
10300 20.1733
10400 20.1802
10500 20.1767
10600 20.1612
10700 20.1655
10800 20.169
10900 20.1761
11000 20.1801
11100 20.177
11200 20.1742
11300 20.1856
11400 20.1881
11500 20.1917
11600 20.2
11700 20.2093
11800 20.218
11900 20.2309
12000 20.2353
12100 20.2408
12200 20.2655
12300 20.2946
12400 20.2965
12500 20.3027
12600 20.3085
12700 20.312
12800 20.3235
12900 20.3348
13000 20.3384
13100 20.3435
13200 20.3713
13300 20.3938
13400 20.4073
13500 20.4094
13600 20.4174
13700 20.4325
13800 20.4467
13900 20.4629
14000 20.482
14100 20.4804
14200 20.4968
14300 20.5219
14400 20.5413
14500 20.542
14600 20.5427
14700 20.5512
14800 20.545
14900 20.5397
15000 20.5502
15100 20.5603
15200 20.571
15300 20.5678
15400 20.5649
15500 20.5587
15600 20.562
15700 20.5575
15800 20.543
15900 20.5573
16000 20.5736
16100 20.5678
16200 20.5675
16300 20.5654
16400 20.5695
16500 20.5701
16600 20.5781
16700 20.5749
16800 20.5858
16900 20.5878
17000 20.5909
17100 20.5919
17200 20.5949
17300 20.5937
17400 20.595
17500 20.6012
17600 20.5966
17700 20.5965
17800 20.6016
17900 20.6172
18000 20.6216
18100 20.6264
18200 20.642
18300 20.6593
18400 20.6667
18500 20.6846
18600 20.7005
18700 20.7211
18800 20.7323
18900 20.724
19000 20.7018
19100 20.6859
19200 20.6757
19300 20.6628
19400 20.6596
19500 20.6395
19600 20.6407
19700 20.6532
19800 20.6697
19900 20.6634
20000 20.6517
20100 20.6574
20200 20.662
20300 20.6583
20400 20.6589
20500 20.671
20600 20.6682
20700 20.6677
20800 20.6671
20900 20.6667
21000 20.6728
21100 20.6591
21200 20.651
21300 20.6596
21400 20.6654
21500 20.6752
21600 20.6629
21700 20.6473
21800 20.639
21900 20.6401
22000 20.6194
22100 20.6068
22200 20.6113
22300 20.6258
22400 20.6349
22500 20.655
22600 20.6722
22700 20.6911
22800 20.7025
22900 20.7045
23000 20.7
23100 20.6934
23200 20.6907
23300 20.6856
23400 20.6882
23500 20.7
23600 20.7045
23700 20.7186
23800 20.7363
23900 20.7483
24000 20.7529
24100 20.7554
24200 20.7549
24300 20.7434
24400 20.7361
24500 20.7401
24600 20.7352
24700 20.7443
24800 20.7452
24900 20.7413
25000 20.7463
25100 20.7501
25200 20.7475
25300 20.75
25400 20.7427
25500 20.7324
25600 20.7292
25700 20.7334
25800 20.7443
25900 20.7512
26000 20.7665
26100 20.7715
26200 20.7747
26300 20.7856
26400 20.7793
26500 20.788
26600 20.7991
26700 20.8049
26800 20.7876
26900 20.7874
27000 20.7622
27100 20.7495
27200 20.7343
27300 20.7098
27400 20.6998
27500 20.6989
27600 20.7027
27700 20.709
27800 20.7009
27900 20.7084
28000 20.708
28100 20.699
28200 20.6908
28300 20.6874
28400 20.6919
28500 20.7072
28600 20.7062
28700 20.7198
28800 20.739
28900 20.7704
29000 20.7852
29100 20.7899
29200 20.7978
29300 20.8078
29400 20.823
29500 20.8394
29600 20.8387
29700 20.8379
