# Time-averaged data for fix msd_avg_B
# TimeStep c_msd_B[4]
84900 910.794
85000 910.888
85100 911.135
85200 910.415
85300 909.745
85400 908.691
85500 908.993
85600 909.318
85700 909.821
85800 909.446
85900 909.886
86000 910.036
86100 911.125
86200 911.742
86300 912.363
86400 912.608
86500 911.792
86600 910.901
86700 911.473
86800 913.379
86900 913.768
87000 914.543
87100 914.438
87200 913.941
87300 915.382
87400 917.336
87500 918.094
87600 918.073
87700 917.96
87800 917.747
87900 917.169
88000 917.361
88100 916.98
88200 917.195
88300 917.457
88400 918.426
88500 918.109
88600 918.951
88700 920.472
88800 921.249
88900 921.451
89000 922.395
89100 923.922
89200 925.844
89300 927.383
89400 927.652
89500 928.623
89600 930.688
89700 931.441
89800 931.765
89900 931.679
90000 931.078
90100 931.194
90200 931.593
90300 931.929
90400 932.513
90500 933.25
90600 934.039
90700 933.608
90800 933.023
90900 932.919
91000 933.069
91100 933.308
91200 932.801
91300 932.759
91400 933.72
91500 935.105
91600 935.945
91700 938.459
91800 940.429
91900 942.189
92000 943.422
92100 946.326
92200 948.3
92300 949.994
92400 950.838
92500 951.533
92600 952.381
92700 953.264
92800 954.113
92900 954.726
93000 954.885
93100 954.563
93200 954.35
93300 954.642
93400 955.5
93500 956.159
93600 956.015
93700 956.248
93800 957.792
93900 958.575
94000 959.008
94100 959.326
94200 958.758
94300 958.695
94400 958.19
94500 957.943
94600 957.948
94700 958.425
94800 959.091
94900 959.442
95000 959.842
95100 960.901
95200 961.912
95300 962.751
95400 963.069
95500 962.644
95600 962.063
95700 961.981
95800 962.899
95900 964.267
96000 964.75
96100 965.87
96200 967.498
96300 967.477
96400 968.133
96500 969.29
96600 969.72
96700 969.999
96800 970.723
96900 970.335
97000 970.026
97100 970.996
97200 970.568
97300 969.203
97400 967.674
97500 967.243
97600 968.658
97700 968.915
97800 968.582
97900 968.219
98000 968.246
98100 968.822
98200 969.372
98300 969.722
98400 970.62
98500 970.924
98600 972.39
98700 973.577
98800 974.044
98900 975.942
99000 976.964
99100 978.155
99200 978.262
99300 978.823
99400 980.129
99500 981.51
99600 983.096
99700 984.123
99800 983.869
99900 985.375
100000 986.455
