# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_12_10_seed3[4]
0 1.25978e-28
100 0.511887
200 1.16742
300 1.74679
400 2.25672
500 2.66469
600 3.06952
700 3.45837
800 3.84083
900 4.17805
1000 4.4893
1100 4.80893
1200 5.16876
1300 5.54081
1400 5.84748
1500 6.11651
1600 6.44167
1700 6.68554
1800 7.01468
1900 7.3691
2000 7.6666
2100 8.00071
2200 8.22347
2300 8.44201
2400 8.64623
2500 8.95463
2600 9.27192
2700 9.54734
2800 9.7912
2900 9.9427
3000 10.1415
3100 10.3479
3200 10.5116
3300 10.6524
3400 10.8925
3500 11.1937
3600 11.5167
3700 11.8674
3800 12.1938
3900 12.4385
4000 12.6987
4100 12.7962
4200 12.9976
4300 13.3252
4400 13.5591
4500 13.716
4600 13.8418
4700 14.002
4800 14.2033
4900 14.3592
5000 14.6069
5100 14.7754
5200 14.805
5300 14.9131
5400 15.1149
5500 15.4069
5600 15.6816
5700 15.8571
5800 16.0088
5900 16.252
6000 16.4983
6100 16.6321
6200 16.7147
6300 16.8021
6400 17.0631
6500 17.2905
6600 17.5557
6700 17.8518
6800 18.12
6900 18.428
7000 18.6457
7100 18.8605
7200 19.0674
7300 19.2613
7400 19.4554
7500 19.6486
7600 19.9235
7700 20.0852
7800 20.2413
7900 20.5049
8000 20.7453
8100 20.8412
8200 21.0532
8300 21.1703
8400 21.3923
8500 21.6719
8600 22.0734
8700 22.3027
8800 22.4302
8900 22.5632
9000 22.924
9100 23.1359
9200 23.3696
9300 23.4958
9400 23.838
9500 24.0214
9600 24.1355
9700 24.312
9800 24.5148
9900 24.7166
10000 24.8612
10100 25.1639
10200 25.4717
10300 25.7317
10400 25.8922
10500 26.1947
10600 26.4392
10700 26.6725
10800 26.9
10900 27.1415
11000 27.3921
11100 27.447
11200 27.6929
11300 27.7224
11400 27.6689
11500 27.8399
11600 27.9809
11700 28.0709
11800 28.3545
11900 28.6599
12000 28.994
12100 29.1928
12200 29.2751
12300 29.5548
12400 29.7947
12500 29.9038
12600 30.1551
12700 30.3298
12800 30.4548
12900 30.6081
13000 30.6945
13100 30.7464
13200 30.8174
13300 30.9039
13400 31.063
13500 31.2529
13600 31.5254
13700 31.7177
13800 31.9344
13900 32.1687
14000 32.434
14100 32.671
14200 32.752
14300 32.9333
14400 33.0557
14500 33.0692
14600 33.1666
14700 33.2744
14800 33.3714
14900 33.4715
15000 33.5704
15100 33.8396
15200 34.2738
15300 34.3734
15400 34.4917
15500 34.4095
15600 34.3107
15700 34.292
15800 34.3938
15900 34.4842
16000 34.63
16100 34.9083
16200 35.0857
16300 35.2557
16400 35.4056
16500 35.5535
16600 35.683
16700 35.905
16800 36.176
16900 36.5476
17000 36.908
17100 37.0723
17200 37.29
17300 37.4287
17400 37.6443
17500 37.8617
17600 38.167
17700 38.4599
17800 38.7135
17900 38.8428
18000 39.1099
18100 39.3186
18200 39.7455
18300 40.0707
18400 40.1503
18500 40.3298
18600 40.6265
18700 40.8794
18800 41.0487
18900 41.1907
19000 41.4476
19100 41.8214
19200 42.0587
19300 42.2913
19400 42.4318
19500 42.6092
19600 42.8649
19700 43.1388
19800 43.2708
19900 43.232
20000 43.2991
20100 43.5156
20200 43.6705
20300 43.7839
20400 43.9054
20500 44.2751
20600 44.3678
20700 44.4063
20800 44.5874
20900 44.7369
21000 44.9354
21100 45.0299
21200 45.096
21300 45.3008
21400 45.6984
21500 45.9259
21600 46.1136
21700 46.3879
21800 46.6646
21900 46.7513
22000 46.8766
22100 46.954
22200 47.1761
22300 47.4672
22400 47.6978
22500 47.9661
22600 47.9432
22700 48.2017
22800 48.4908
22900 48.5917
23000 48.7647
23100 48.8948
23200 49.0302
23300 49.1963
23400 49.3706
23500 49.7966
23600 50.1003
23700 50.626
23800 50.9293
23900 51.1588
24000 51.3264
24100 51.5157
24200 51.6058
24300 51.7411
24400 51.7564
24500 51.9574
24600 51.8841
24700 52.1598
24800 52.5141
24900 52.7814
25000 52.9974
25100 53.2462
25200 53.5091
25300 53.8118
25400 54.0036
25500 54.117
25600 54.2532
25700 54.3066
25800 54.4559
25900 54.8108
26000 54.9005
26100 54.9137
26200 55.1431
26300 55.3167
26400 55.6779
26500 55.8039
26600 55.8131
26700 56.0023
26800 56.2508
26900 56.633
27000 56.7741
27100 56.7801
27200 56.916
27300 57.0122
27400 57.095
27500 57.1073
27600 57.067
27700 57.1838
27800 57.4035
27900 57.3042
28000 57.4147
28100 57.352
28200 57.4875
28300 57.7883
28400 58.2818
28500 58.7566
28600 58.8612
28700 58.8625
28800 58.8176
28900 58.7121
29000 58.7177
29100 58.7591
29200 59.0021
29300 59.38
29400 59.65
29500 59.9351
29600 60.0442
29700 60.3776
29800 60.789
29900 61.1901
30000 61.298
30100 61.2013
30200 61.1061
30300 60.9694
30400 61.1574
30500 61.5529
30600 61.869
30700 62.0019
30800 62.3009
30900 62.6027
31000 62.7488
31100 62.8631
31200 63.2497
31300 63.4075
31400 63.4307
31500 63.4422
31600 63.5399
31700 63.3426
31800 63.3629
31900 63.4138
32000 63.546
32100 63.8861
32200 63.783
32300 63.9544
32400 64.0325
32500 64.0424
32600 64.2486
32700 64.3375
32800 64.5027
32900 64.6158
33000 64.9014
33100 64.8822
33200 64.9688
33300 65.0706
33400 65.0239
33500 65.0811
33600 65.2671
33700 65.4279
33800 65.3194
33900 65.3579
34000 65.4041
34100 65.5283
34200 65.5767
34300 65.5796
34400 65.9181
34500 66.2011
34600 66.6468
34700 66.9624
34800 67.289
34900 67.2855
35000 67.6367
35100 67.7872
35200 68.0373
35300 68.3487
35400 68.5767
35500 68.5281
35600 68.4482
35700 68.4866
35800 68.8045
35900 68.9853
36000 69.3175
36100 69.3459
36200 69.4435
36300 69.4633
36400 69.4244
36500 69.454
36600 69.387
36700 69.5493
36800 69.6644
36900 69.8881
37000 70.1302
37100 70.4129
37200 70.6311
37300 70.9085
37400 70.9753
37500 71.3393
37600 71.7923
37700 72.5478
37800 73.0388
37900 73.2743
38000 73.3358
38100 73.6381
38200 73.5991
38300 73.5274
38400 73.6294
38500 73.7278
38600 74.0345
38700 74.2948
38800 74.4882
38900 74.7714
39000 74.697
39100 74.4435
39200 74.2731
39300 74.3697
39400 74.432
39500 74.5657
39600 74.742
39700 74.905
39800 74.984
39900 75.3192
40000 75.4812
40100 75.4055
40200 75.2475
40300 75.211
40400 75.2558
40500 75.498
40600 75.585
40700 75.6269
40800 75.6283
40900 75.7211
41000 75.8125
41100 75.8176
41200 76.0626
41300 76.1589
41400 76.3872
41500 76.6405
41600 77.0391
41700 77.3853
41800 77.925
41900 78.353
42000 78.779
42100 78.7782
42200 78.7971
42300 78.7063
42400 78.6916
42500 78.9065
42600 79.1318
42700 79.4107
42800 79.6806
42900 80.0442
43000 80.4537
43100 80.4204
43200 80.5093
43300 80.8728
43400 81.0255
43500 81.1804
43600 81.2328
43700 81.2021
43800 81.5291
43900 81.9616
44000 82.1517
44100 82.4774
44200 83.2629
44300 83.8642
44400 84.1176
44500 84.2609
44600 84.2261
44700 84.2305
44800 84.2571
44900 84.2595
45000 84.3897
45100 84.7371
45200 85.247
45300 85.6805
45400 85.7958
45500 85.8405
45600 85.9435
45700 86.037
45800 86.27
45900 86.1455
46000 86.1916
46100 86.3361
46200 86.3265
46300 86.7612
46400 87.1047
46500 87.508
46600 87.5851
46700 87.7806
46800 88.1085
46900 88.6768
47000 88.9911
47100 89.1657
47200 89.5962
47300 89.9479
47400 90.6222
47500 91.0128
47600 91.0806
47700 91.2554
47800 91.2895
47900 91.0715
48000 91.0877
48100 91.2146
48200 91.3881
48300 91.3827
48400 91.0849
48500 90.9878
48600 90.829
48700 90.9275
48800 91.1276
48900 91.269
49000 91.1239
49100 91.3536
49200 91.4375
49300 91.4475
49400 91.5863
49500 91.4969
49600 91.6813
49700 92.2586
49800 92.5138
49900 92.8412
50000 93.0863
50100 93.5384
50200 93.8545
50300 94.2929
50400 94.7854
50500 95.2432
50600 95.7083
50700 95.7055
50800 95.6126
50900 95.2833
51000 95.2071
51100 95.5177
51200 95.9783
51300 96.2503
51400 96.7814
51500 97.1879
51600 97.6311
51700 97.9827
51800 98.1181
51900 98.1851
52000 98.248
52100 98.3371
52200 98.184
52300 98.1967
52400 98.0678
52500 98.0109
52600 97.9005
52700 98.0811
52800 98.4128
52900 98.646
53000 98.8343
53100 99.1942
53200 99.3352
53300 99.3007
53400 99.3174
53500 99.428
53600 99.6381
53700 99.9092
53800 100.262
53900 100.811
54000 101.469
54100 101.674
54200 101.827
54300 101.984
54400 102.542
54500 103.122
54600 103.563
54700 103.552
54800 103.596
54900 103.913
55000 104.347
55100 104.637
55200 104.839
55300 104.774
55400 104.79
55500 105.054
55600 105.331
55700 105.979
55800 106.247
55900 106.444
56000 106.724
56100 107.012
56200 107.425
56300 108.071
56400 108.574
56500 108.867
56600 109.158
56700 109.436
56800 109.794
56900 110.317
57000 110.435
57100 110.491
57200 110.336
57300 110.096
57400 110.005
57500 109.978
57600 110.041
57700 110.359
57800 110.557
57900 110.701
58000 111.15
58100 111.56
58200 111.774
58300 111.995
58400 112.164
58500 112.35
58600 112.643
58700 112.799
58800 112.928
58900 112.966
59000 112.97
59100 113.013
59200 112.945
59300 113.08
59400 113.56
59500 113.937
59600 113.901
59700 114.116
59800 114.29
59900 114.483
60000 114.776
60100 114.881
60200 114.809
60300 114.316
60400 113.948
60500 113.786
60600 113.899
60700 113.841
60800 113.646
60900 113.375
61000 113.255
61100 113.015
61200 112.753
61300 112.884
61400 112.787
61500 112.825
61600 112.932
61700 113.246
61800 113.853
61900 114.222
62000 114.665
62100 114.866
62200 115.094
62300 115.297
62400 115.493
62500 115.728
62600 115.875
62700 116.144
62800 116.438
62900 116.983
63000 117.181
63100 117.342
63200 117.257
63300 117.446
63400 117.885
63500 118.464
63600 118.835
63700 119.37
63800 119.748
63900 119.879
64000 119.754
64100 119.947
64200 119.819
64300 120.086
64400 120.18
64500 120.07
64600 119.885
64700 119.342
64800 119.248
64900 119.03
65000 118.745
65100 118.942
65200 119.334
65300 119.567
65400 119.543
65500 119.56
65600 119.682
65700 119.951
65800 120.141
65900 119.886
66000 120.04
66100 120.181
66200 120.166
66300 119.986
66400 119.769
66500 119.636
66600 119.709
66700 119.951
66800 120.501
66900 120.938
67000 121.37
67100 121.386
67200 121.606
67300 122.002
67400 122.451
67500 122.63
67600 122.722
67700 123.05
67800 123.201
67900 123.269
68000 123.451
68100 123.46
68200 123.58
68300 123.926
68400 124.496
68500 124.971
68600 124.977
68700 125.194
68800 125.383
68900 125.228
69000 125.217
69100 125.498
69200 125.892
69300 126.285
69400 126.234
69500 126.229
69600 126.41
69700 126.211
69800 126.373
69900 126.547
70000 126.531
70100 126.522
70200 126.375
70300 126.485
70400 127.106
70500 127.35
70600 127.26
70700 126.914
70800 127.106
70900 127.691
71000 127.847
71100 128.078
71200 128.21
71300 128.466
71400 128.541
71500 128.749
71600 129.068
71700 129.269
71800 129.289
71900 129.523
72000 129.531
72100 129.751
72200 129.874
72300 130.188
72400 130.615
72500 131.199
72600 131.973
72700 132.572
72800 132.981
72900 133.228
73000 133.111
73100 133.152
73200 132.928
73300 132.971
73400 132.974
73500 132.911
73600 132.894
73700 132.99
73800 132.792
73900 132.878
74000 132.635
74100 132.351
74200 132.339
74300 132.354
74400 132.015
74500 131.748
74600 132.097
74700 132.487
74800 132.501
74900 132.726
75000 132.916
75100 133.213
75200 133.414
75300 133.477
75400 133.372
75500 133.397
75600 133.646
75700 133.958
75800 134.438
75900 134.783
76000 134.806
76100 135.081
76200 135.391
76300 135.632
76400 135.447
76500 135.444
76600 135.555
76700 135.795
76800 135.91
76900 135.795
77000 135.614
77100 135.409
77200 135.505
77300 135.539
77400 135.98
77500 136.434
77600 137.046
77700 137.269
77800 137.352
77900 137.192
78000 137.535
78100 138.001
78200 138.798
78300 139.319
78400 139.881
78500 140.219
78600 140.394
78700 140.437
78800 140.277
78900 140.201
79000 140.376
79100 140.506
79200 140.599
79300 140.511
79400 140.754
79500 141.288
79600 141.147
79700 141.081
79800 140.87
79900 140.606
80000 140.603
80100 140.427
80200 140.736
80300 141.353
80400 142.077
80500 142.813
80600 143.291
80700 143.516
80800 143.542
80900 143.588
81000 143.645
81100 143.869
81200 144.55
81300 145.045
81400 145.309
81500 145.265
81600 145.56
81700 145.86
81800 146.251
81900 146.801
82000 147.272
82100 148.117
82200 148.422
82300 148.611
82400 148.609
82500 148.447
82600 148.41
82700 148.082
82800 148.053
82900 148.48
83000 148.648
83100 148.726
83200 148.984
83300 148.947
83400 149.13
83500 149.222
83600 149.067
83700 148.913
83800 149.01
83900 149.37
84000 149.946
84100 150.361
84200 150.304
84300 150.557
84400 150.766
84500 151.335
84600 152.047
84700 152.255
84800 152.757
84900 153.207
85000 153.117
85100 153.005
85200 153.203
85300 153.819
85400 154.309
85500 154.527
85600 154.956
85700 155.318
85800 155.744
85900 155.874
86000 155.759
86100 155.895
86200 155.975
86300 155.946
86400 155.813
86500 155.769
86600 155.867
86700 156.12
86800 156.646
86900 156.834
87000 156.898
87100 156.943
87200 156.768
87300 156.676
87400 156.979
87500 156.692
87600 156.398
87700 156.312
87800 156.417
87900 156.497
88000 156.817
88100 157.137
88200 157.044
88300 157.189
88400 157.61
88500 157.715
88600 157.544
88700 157.562
88800 157.704
88900 157.848
89000 158.335
89100 158.409
89200 158.538
89300 158.553
89400 158.795
89500 158.654
89600 159.097
89700 159.606
89800 159.927
89900 160.392
90000 160.586
90100 160.795
90200 161.251
90300 161.277
90400 160.947
90500 160.887
90600 161.361
90700 161.758
90800 162.057
90900 161.91
91000 161.592
91100 161.489
91200 161.594
91300 162.065
91400 162.702
91500 163.174
91600 163.454
91700 163.641
91800 164.1
91900 164.503
92000 164.556
92100 164.066
92200 163.986
92300 164.164
92400 164.381
92500 164.361
92600 164.243
92700 164.575
92800 164.198
92900 163.988
93000 163.658
93100 164.162
93200 164.392
93300 164.411
93400 164.418
93500 164.549
93600 164.49
93700 164.28
93800 164.193
93900 163.851
94000 163.458
94100 163.37
94200 163.196
94300 162.875
94400 162.956
94500 163.044
94600 163.29
94700 163.492
94800 163.72
94900 163.839
95000 164.262
95100 164.437
95200 165.116
95300 165.898
95400 166.191
95500 166.087
95600 166.326
95700 166.389
95800 166.482
95900 166.625
96000 166.567
96100 166.617
96200 166.472
96300 166.788
96400 166.858
96500 167.124
96600 167.411
96700 167.463
96800 167.834
96900 167.928
97000 168.259
97100 168.783
97200 169.242
97300 169.709
97400 169.7
97500 169.815
97600 170.138
97700 170.524
97800 170.373
97900 170.239
98000 170.453
98100 170.402
98200 170.262
98300 170.402
98400 170.602
98500 170.452
98600 170.193
98700 170.364
98800 170.731
98900 171.039
99000 171.327
99100 171.343
99200 171.463
99300 171.987
99400 172.213
99500 172.373
99600 172.696
99700 172.95
99800 172.915
99900 173.192
100000 173.536
