# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_12_10_seed4[4]
0 2.97447e-29
100 0.533894
200 1.19826
300 1.79402
400 2.32049
500 2.75962
600 3.15539
700 3.53957
800 3.88115
900 4.25347
1000 4.66105
1100 4.93484
1200 5.19373
1300 5.55591
1400 5.90556
1500 6.21498
1600 6.48661
1700 6.69847
1800 6.97043
1900 7.20249
2000 7.38915
2100 7.66433
2200 7.99999
2300 8.33054
2400 8.63983
2500 8.89065
2600 9.17854
2700 9.51968
2800 9.84015
2900 10.1028
3000 10.3502
3100 10.5606
3200 10.6879
3300 10.9237
3400 11.1037
3500 11.3344
3600 11.5674
3700 11.7568
3800 11.886
3900 11.965
4000 12.0991
4100 12.2448
4200 12.4596
4300 12.6097
4400 12.811
4500 13.0062
4600 13.2019
4700 13.4692
4800 13.8187
4900 14.0248
5000 14.2913
5100 14.6418
5200 14.9332
5300 15.2266
5400 15.4901
5500 15.6484
5600 15.9256
5700 16.282
5800 16.5542
5900 16.7734
6000 16.9797
6100 17.2042
6200 17.3432
6300 17.3869
6400 17.5188
6500 17.7135
6600 17.9237
6700 18.0014
6800 18.195
6900 18.4803
7000 18.6529
7100 18.7941
7200 18.9511
7300 19.2402
7400 19.4077
7500 19.5726
7600 19.7548
7700 19.9762
7800 20.2426
7900 20.5287
8000 20.8045
8100 20.9256
8200 21.088
8300 21.3001
8400 21.6356
8500 21.974
8600 22.3218
8700 22.4988
8800 22.6083
8900 22.8413
9000 23.2148
9100 23.6316
9200 24.0593
9300 24.2461
9400 24.4383
9500 24.7057
9600 24.7793
9700 24.8682
9800 25.1007
9900 25.3359
10000 25.4019
10100 25.5597
10200 25.6314
10300 25.8687
10400 26.1256
10500 26.3893
10600 26.6176
10700 26.8904
10800 27.0407
10900 27.112
11000 27.1128
11100 27.2107
11200 27.3266
11300 27.3393
11400 27.4742
11500 27.5189
11600 27.4737
11700 27.5877
11800 27.7487
11900 27.8936
12000 28.1683
12100 28.4033
12200 28.7298
12300 29.1136
12400 29.3683
12500 29.7131
12600 29.9543
12700 30.0391
12800 30.3763
12900 30.5135
13000 30.6399
13100 30.9283
13200 31.2664
13300 31.6354
13400 31.9099
13500 32.0806
13600 32.2125
13700 32.3558
13800 32.683
13900 32.9823
14000 33.1612
14100 33.2726
14200 33.2102
14300 33.2382
14400 33.4121
14500 33.4794
14600 33.6306
14700 33.8251
14800 33.7778
14900 33.8399
15000 33.7445
15100 33.699
15200 34.0184
15300 34.3337
15400 34.4443
15500 34.6187
15600 35.0494
15700 35.5508
15800 35.8322
15900 35.9534
16000 36.2426
16100 36.5295
16200 36.858
16300 37.1049
16400 37.2945
16500 37.5362
16600 37.8987
16700 38.0399
16800 38.2928
16900 38.533
17000 38.6448
17100 38.7582
17200 38.7459
17300 38.8199
17400 39.2143
17500 39.4098
17600 39.6568
17700 39.8952
17800 39.9991
17900 40.1209
18000 40.2408
18100 40.6686
18200 40.9776
18300 41.1231
18400 41.3125
18500 41.4017
18600 41.2884
18700 41.16
18800 41.1429
18900 41.0858
19000 41.0362
19100 41.1858
19200 41.3654
19300 41.6594
19400 41.8204
19500 41.7798
19600 41.8965
19700 41.8757
