# Time-averaged data for fix msd_avg_all
# TimeStep c_msd_28_10_1[4]
0 3.34921e-28
100 0.505869
200 1.08792
300 1.55141
400 1.956
500 2.34537
600 2.70318
700 3.03998
800 3.41043
900 3.76293
1000 4.08243
1100 4.44966
1200 4.78082
1300 5.00116
1400 5.2605
1500 5.5179
1600 5.72119
1700 5.92946
1800 6.1515
1900 6.37745
2000 6.57922
2100 6.81781
2200 7.06826
2300 7.31472
2400 7.58319
2500 7.88914
2600 8.1035
2700 8.34133
2800 8.5834
2900 8.746
3000 8.86266
3100 9.01616
3200 9.18331
3300 9.40568
3400 9.5506
3500 9.65859
3600 9.81008
3700 9.92271
3800 10.0429
3900 10.1853
4000 10.2784
4100 10.3321
4200 10.4585
4300 10.5861
4400 10.6696
4500 10.8649
4600 11.082
4700 11.3176
4800 11.536
4900 11.6886
5000 11.7847
5100 11.8553
5200 12.0706
5300 12.2395
5400 12.4322
5500 12.4856
5600 12.522
5700 12.6431
5800 12.6674
5900 12.8975
6000 13.1651
6100 13.3707
6200 13.5947
6300 13.7331
6400 13.8673
6500 13.9564
6600 13.962
6700 14.0559
6800 14.2382
6900 14.3689
7000 14.4424
7100 14.5548
7200 14.6714
7300 14.7617
7400 14.8655
7500 14.999
7600 15.1728
7700 15.3862
7800 15.598
7900 15.8111
8000 15.8605
8100 15.9892
8200 16.1696
8300 16.3263
8400 16.4751
8500 16.6625
8600 16.916
8700 17.21
8800 17.2812
8900 17.4232
9000 17.3923
9100 17.4567
9200 17.6339
9300 17.6968
9400 17.8382
9500 18.005
9600 18.1357
9700 18.2383
9800 18.4684
9900 18.6513
10000 18.8291
10100 18.8169
10200 18.78
10300 18.8907
10400 18.9269
10500 19.1653
10600 19.3052
10700 19.5063
10800 19.5729
10900 19.6765
11000 19.8754
11100 19.9891
11200 20.2013
11300 20.4369
11400 20.7126
11500 20.8503
11600 20.9773
11700 21.1771
11800 21.3743
11900 21.5809
12000 21.5984
12100 21.6871
12200 21.8108
12300 21.8091
12400 22.0802
12500 22.3919
12600 22.6255
12700 22.8005
12800 22.9559
12900 22.9372
