# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 21.6223
100 21.6407
200 21.6462
300 21.6396
400 21.6205
500 21.6099
600 21.6043
700 21.6043
800 21.5959
900 21.5853
1000 21.5782
1100 21.5862
1200 21.587
1300 21.5931
1400 21.5922
1500 21.579
1600 21.5598
1700 21.5521
1800 21.5466
1900 21.5533
2000 21.551
2100 21.5545
2200 21.5688
2300 21.5635
2400 21.5633
2500 21.5612
2600 21.5432
2700 21.5466
2800 21.5564
2900 21.5592
3000 21.5606
3100 21.5771
3200 21.5911
3300 21.6104
3400 21.6226
3500 21.6261
3600 21.6286
3700 21.6348
3800 21.6496
3900 21.6473
4000 21.6572
4100 21.6605
4200 21.6673
4300 21.6828
4400 21.7072
4500 21.7296
4600 21.7392
4700 21.7273
4800 21.7243
4900 21.7354
5000 21.7334
5100 21.7406
5200 21.7458
5300 21.7586
5400 21.7474
5500 21.7473
5600 21.7627
5700 21.7898
5800 21.8005
5900 21.7983
6000 21.8159
6100 21.8247
6200 21.8323
6300 21.8375
6400 21.85
6500 21.8597
6600 21.8509
6700 21.8605
6800 21.8583
6900 21.8589
7000 21.8477
7100 21.8352
7200 21.8427
7300 21.8409
7400 21.8413
7500 21.8359
7600 21.8436
7700 21.8426
7800 21.8379
7900 21.8321
8000 21.8336
8100 21.8453
8200 21.8656
8300 21.8863
8400 21.9199
8500 21.9306
8600 21.9343
8700 21.9257
8800 21.9222
8900 21.9201
9000 21.9153
9100 21.9288
9200 21.95
9300 21.9582
9400 21.9594
9500 21.9563
9600 21.9589
9700 21.9585
9800 21.9633
9900 21.9469
10000 21.9357
10100 21.9371
10200 21.9593
10300 21.9521
10400 21.9561
10500 21.9598
10600 21.9389
10700 21.9418
10800 21.957
10900 21.966
11000 21.964
11100 21.9575
11200 21.9427
11300 21.9305
11400 21.9239
11500 21.9353
11600 21.9485
11700 21.9528
11800 21.9425
11900 21.9319
12000 21.9374
12100 21.9525
12200 21.9571
12300 21.9613
12400 21.9712
12500 21.9769
12600 21.9731
12700 21.9562
12800 21.9437
12900 21.9422
13000 21.9337
13100 21.9418
13200 21.9518
13300 21.961
13400 21.9577
13500 21.9469
13600 21.9474
13700 21.9499
13800 21.9385
