# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 22.2376
100 22.2412
200 22.2534
300 22.2584
400 22.2662
500 22.2712
600 22.2829
700 22.2886
800 22.2958
900 22.2889
1000 22.295
1100 22.3073
1200 22.3158
1300 22.3222
1400 22.3248
1500 22.335
1600 22.3281
1700 22.3346
1800 22.3494
1900 22.3628
2000 22.3609
2100 22.364
2200 22.3617
2300 22.3679
2400 22.379
2500 22.3934
2600 22.4028
2700 22.3958
2800 22.3904
2900 22.4
3000 22.4067
3100 22.4034
3200 22.4047
3300 22.4034
3400 22.4018
3500 22.3983
3600 22.3967
3700 22.4211
3800 22.4343
3900 22.4389
4000 22.4391
4100 22.4432
4200 22.4394
4300 22.4305
4400 22.4265
4500 22.4176
4600 22.4059
4700 22.4066
4800 22.4108
4900 22.3963
5000 22.3769
5100 22.3618
5200 22.3546
5300 22.3525
5400 22.3307
5500 22.31
5600 22.3035
5700 22.3135
5800 22.3254
5900 22.318
6000 22.3136
6100 22.3075
6200 22.2973
6300 22.2996
6400 22.3044
6500 22.3085
6600 22.3044
6700 22.3045
6800 22.3129
6900 22.3165
7000 22.3193
7100 22.3296
7200 22.3313
7300 22.338
7400 22.344
7500 22.3474
7600 22.3574
7700 22.3733
7800 22.3796
7900 22.3999
8000 22.4246
8100 22.4542
8200 22.4814
8300 22.4979
8400 22.4946
8500 22.4828
8600 22.4841
8700 22.4811
8800 22.4827
8900 22.5037
9000 22.502
9100 22.4976
9200 22.4825
9300 22.4981
9400 22.4977
9500 22.4928
9600 22.4931
9700 22.5032
9800 22.507
9900 22.516
10000 22.532
10100 22.5444
10200 22.5497
10300 22.5432
10400 22.5396
10500 22.5407
10600 22.5365
10700 22.5163
10800 22.5077
10900 22.5039
11000 22.5073
11100 22.5147
11200 22.5186
11300 22.52
11400 22.5206
11500 22.5252
11600 22.5365
11700 22.5482
11800 22.5487
11900 22.568
12000 22.5649
12100 22.5727
12200 22.5767
12300 22.5754
12400 22.5845
12500 22.5838
12600 22.5803
12700 22.5787
12800 22.5767
12900 22.5633
13000 22.5604
13100 22.5621
13200 22.5649
13300 22.5609
13400 22.563
13500 22.5682
13600 22.5791
13700 22.5812
13800 22.6029
13900 22.6222
14000 22.6416
14100 22.6444
14200 22.6499
14300 22.6591
14400 22.654
14500 22.652
14600 22.6397
14700 22.6318
14800 22.6251
14900 22.6299
15000 22.6303
15100 22.6171
15200 22.6021
15300 22.5903
15400 22.5736
15500 22.5712
15600 22.5621
15700 22.5659
15800 22.561
15900 22.5685
16000 22.5736
16100 22.5693
16200 22.5675
16300 22.5581
16400 22.5497
16500 22.5421
16600 22.543
16700 22.537
16800 22.5237
16900 22.5226
17000 22.5305
17100 22.532
17200 22.5441
17300 22.5585
17400 22.5594
17500 22.5617
17600 22.5614
17700 22.5526
17800 22.5573
17900 22.5665
18000 22.5799
18100 22.5713
18200 22.5579
18300 22.5512
18400 22.5357
18500 22.5297
18600 22.5324
18700 22.5266
18800 22.5173
18900 22.5288
19000 22.543
19100 22.5398
19200 22.5414
19300 22.5434
19400 22.5492
19500 22.5493
19600 22.5539
19700 22.5514
19800 22.5584
19900 22.565
20000 22.5829
20100 22.5912
20200 22.5889
20300 22.5748
20400 22.5664
20500 22.5655
20600 22.5651
20700 22.5511
20800 22.5605
20900 22.5636
21000 22.5809
21100 22.5793
21200 22.582
21300 22.6013
21400 22.618
21500 22.6213
21600 22.6315
21700 22.6312
21800 22.641
21900 22.6467
22000 22.6386
22100 22.6466
22200 22.6583
22300 22.6572
22400 22.6564
22500 22.6632
22600 22.6676
22700 22.6722
22800 22.6743
22900 22.6872
23000 22.7025
