# Time-averaged data for fix rg_avg_all
# TimeStep c_rg_all
0 19.6613
100 19.672
200 19.6781
300 19.6868
400 19.6839
500 19.6869
600 19.6952
700 19.7047
800 19.7048
900 19.6979
1000 19.7034
1100 19.7148
1200 19.7103
1300 19.7217
1400 19.7373
1500 19.7467
1600 19.7572
1700 19.7564
1800 19.7696
1900 19.7946
2000 19.8032
2100 19.8037
2200 19.8061
2300 19.8153
2400 19.8286
2500 19.8373
2600 19.8554
2700 19.8724
2800 19.87
2900 19.8797
3000 19.88
3100 19.8767
3200 19.8816
3300 19.8941
3400 19.9215
3500 19.9467
3600 19.9701
3700 19.9879
3800 20.0055
3900 20.013
4000 20.0075
4100 20.0011
4200 19.9903
4300 19.9879
4400 19.993
4500 19.9962
4600 19.9996
4700 20.0053
4800 20.0069
4900 20.0215
5000 20.0282
5100 20.0269
5200 20.0276
5300 20.0167
5400 20.0166
5500 20.0155
5600 19.9998
5700 19.9859
5800 19.966
5900 19.942
6000 19.9316
6100 19.9302
6200 19.9412
6300 19.9431
6400 19.9445
6500 19.9321
6600 19.9173
6700 19.9109
6800 19.9109
6900 19.899
7000 19.9134
7100 19.9301
7200 19.9284
7300 19.9368
7400 19.9555
7500 19.9704
7600 19.9791
7700 19.9918
7800 20.0125
7900 20.0323
8000 20.0479
8100 20.062
8200 20.081
8300 20.0942
8400 20.1104
8500 20.1299
8600 20.1336
8700 20.1322
8800 20.1334
8900 20.1496
9000 20.1578
9100 20.1477
9200 20.152
9300 20.1648
9400 20.1725
9500 20.1671
9600 20.1663
9700 20.1613
9800 20.1734
9900 20.1733
10000 20.1691
10100 20.1842
10200 20.1949
10300 20.195
10400 20.1845
10500 20.164
10600 20.1504
10700 20.1493
10800 20.1494
10900 20.1534
11000 20.1521
11100 20.1632
11200 20.1764
11300 20.191
11400 20.1898
11500 20.1884
11600 20.1817
11700 20.1652
11800 20.1421
11900 20.1155
12000 20.098
12100 20.0996
12200 20.1069
12300 20.1029
12400 20.0967
12500 20.0993
12600 20.0888
12700 20.0859
12800 20.0873
12900 20.0839
13000 20.0719
13100 20.0718
13200 20.0669
13300 20.0597
13400 20.051
13500 20.0597
13600 20.0666
13700 20.0704
13800 20.064
13900 20.0441
14000 20.0392
14100 20.0365
14200 20.0394
14300 20.0451
14400 20.0434
14500 20.0476
14600 20.0586
14700 20.0638
14800 20.068
14900 20.0876
15000 20.1084
15100 20.1288
15200 20.1549
15300 20.1842
15400 20.2022
15500 20.2246
15600 20.2379
15700 20.2441
15800 20.2385
15900 20.2396
16000 20.2358
16100 20.2397
16200 20.2448
16300 20.2616
16400 20.2697
16500 20.278
16600 20.2506
16700 20.2293
16800 20.2243
16900 20.2321
17000 20.2508
17100 20.2639
17200 20.2555
17300 20.2526
17400 20.2425
17500 20.2453
17600 20.2391
17700 20.2261
17800 20.2193
17900 20.2289
18000 20.2475
18100 20.275
18200 20.2771
18300 20.2715
18400 20.2768
18500 20.2989
18600 20.3198
18700 20.3386
18800 20.3525
18900 20.3616
19000 20.3754
19100 20.3821
19200 20.3801
19300 20.3767
19400 20.3856
19500 20.3814
19600 20.3761
19700 20.3796
19800 20.3971
19900 20.4046
20000 20.4145
20100 20.4107
20200 20.3908
20300 20.3842
20400 20.381
20500 20.3998
20600 20.4202
20700 20.4392
20800 20.4463
20900 20.4519
21000 20.4418
21100 20.4361
21200 20.4437
21300 20.4508
21400 20.4693
21500 20.4811
21600 20.4952
21700 20.4977
21800 20.4977
21900 20.5012
22000 20.5034
22100 20.5034
22200 20.5029
22300 20.5044
22400 20.5074
22500 20.5048
22600 20.515
22700 20.5224
22800 20.526
22900 20.5385
23000 20.5366
23100 20.5422
23200 20.5529
23300 20.5512
23400 20.5601
23500 20.5679
23600 20.5791
23700 20.5965
23800 20.6033
23900 20.6081
24000 20.6137
24100 20.6516
24200 20.6686
24300 20.6561
24400 20.6526
24500 20.637
24600 20.6348
24700 20.6334
24800 20.6375
24900 20.65
25000 20.6447
25100 20.6357
25200 20.6168
25300 20.6101
25400 20.6053
25500 20.5941
25600 20.579
25700 20.565
25800 20.5696
25900 20.5745
26000 20.5696
26100 20.5607
26200 20.5578
26300 20.5604
26400 20.5684
26500 20.5741
26600 20.5721
26700 20.5649
26800 20.5565
26900 20.5627
27000 20.572
27100 20.5684
27200 20.5614
27300 20.5629
27400 20.5537
27500 20.5435
27600 20.5395
27700 20.5333
27800 20.5307
27900 20.5309
28000 20.5221
28100 20.5176
28200 20.521
28300 20.5232
28400 20.5205
28500 20.5087
28600 20.501
28700 20.4979
28800 20.4907
28900 20.4915
29000 20.4837
29100 20.478
29200 20.478
29300 20.4923
29400 20.5046
29500 20.5086
29600 20.5178
29700 20.5345
29800 20.5462
29900 20.5521
30000 20.5481
30100 20.5509
30200 20.5625
30300 20.5826
30400 20.6039
30500 20.6147
30600 20.6249
30700 20.6342
30800 20.6358
30900 20.6183
31000 20.6114
31100 20.6235
31200 20.6293
31300 20.6237
31400 20.6265
31500 20.631
31600 20.6284
31700 20.6251
31800 20.633
31900 20.6361
32000 20.6376
32100 20.6513
32200 20.6628
32300 20.6683
32400 20.6662
